movieId,releaseDate,Certification,title,genres,Main_director,Duration
49,10 November 1995 (UK),18,When Night Is Falling (1995),Drama|Romance,Patricia Rozema,94
50,25 August 1995 (UK),18,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,Bryan Singer,106
52,12 April 1996 (UK),15,Mighty Aphrodite (1995),Comedy|Drama|Romance,Woody Allen,95
53,9 September 1994 (Italy),,Lamerica (1994),Adventure|Drama,Gianni Amelio,116
54,29 September 1995 (USA),U,"Big Green, The (1995)",Children|Comedy,Holly Goldberg Sloan,100
55,19 May 1995 (France),R,Georgia (1995),Drama,Ulu Grosbard,115
57,6 December 1996 (UK),15,Home for the Holidays (1995),Drama,Jodie Foster,103
58,20 October 1995 (UK),U,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,Michael Radford,108
60,26 December 1995 (UK),PG,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,Frank Oz,96
61,21 June 1996 (UK),18,Eye for an Eye (1996),Drama|Thriller,John Schlesinger,101
62,10 May 1996 (UK),PG,Mr. Holland's Opus (1995),Drama,Stephen Herek,143
63,12 January 1996 (USA),15,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,Paris Barclay,89
64,5 April 1996 (UK),15,Two if by Sea (1996),Comedy|Romance,Bill Bennett,96
65,12 January 1996 (USA),12,Bio-Dome (1996),Comedy,Jason Bloom,88
66,29 March 1996 (UK),12,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,Farhad Mann,93
68,1 March 1996 (UK),18,French Twist (Gazon maudit) (1995),Comedy|Romance,Josiane Balasko,104
69,30 June 1995 (UK),15,Friday (1995),Comedy,F. Gary Gray,91
70,31 May 1996 (UK),18,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,Robert Rodriguez,108
71,19 January 1996 (UK),15,Fair Game (1995),Action,Andrew Sipes,91
72,6 October 1995 (USA),15,Kicking and Screaming (1995),Comedy|Drama,Noah Baumbach,96
73,2 February 1996 (UK),12,"Misérables, Les (1995)",Drama|War,Claude Lelouch,175
74,16 February 1996 (UK),PG,Bed of Roses (1996),Drama|Romance,Michael Goldenberg,87
75,26 January 1996 (USA),PG,Big Bully (1996),Comedy|Drama,Steve Miner,90
76,28 June 1996 (UK),18,Screamers (1995),Action|Sci-Fi|Thriller,Christian Duguay,108
77,25 October 1996 (UK),,Nico Icon (1995),Documentary,Susanne Ofteringer,70
78,16 August 1996 (UK),15,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,Sean Penn,111
79,14 June 1996 (UK),18,"Juror, The (1996)",Drama|Thriller,Brian Gibson,118
80,29 December 1995 (UK),U,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,Jafar Panahi,85
81,3 May 1996 (UK),18,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,Gary Fleder,115
82,20 September 1996 (UK),15,Antonia's Line (Antonia) (1995),Comedy|Drama,Marleen Gorris,102
83,26 January 1996 (USA),PG,Once Upon a Time... When We Were Colored (1995),Drama|Romance,Tim Reid,115
85,8 December 1995 (UK),18,Angels and Insects (1995),Drama|Romance,Philip Haas,116
86,10 May 1996 (UK),12,White Squall (1996),Action|Adventure|Drama,Ridley Scott,129
87,29 March 1996 (UK),PG,Dunston Checks In (1996),Children|Comedy,Ken Kwapis,88
88,23 August 1996 (UK),12,Black Sheep (1996),Comedy,Penelope Spheeris,87
89,16 August 1996 (UK),15,Nick of Time (1995),Action|Thriller,John Badham,90
92,26 April 1996 (UK),15,Mary Reilly (1996),Drama|Horror|Thriller,Stephen Frears,108
93,24 May 1996 (UK),15,Vampire in Brooklyn (1995),Comedy|Horror|Romance,Wes Craven,100
94,29 November 1996 (UK),15,Beautiful Girls (1996),Comedy|Drama|Romance,Ted Demme,112
95,12 April 1996 (UK),15,Broken Arrow (1996),Action|Adventure|Thriller,John Woo,108
96,1 December 1995 (UK),15,In the Bleak Midwinter (1995),Comedy|Drama,Kenneth Branagh,99
97,17 November 1995 (UK),15,"Hate (Haine, La) (1995)",Crime|Drama,Mathieu Kassovitz,98
99,TV Movie 27 December 1995,15,Heidi Fleiss: Hollywood Madam (1995),Documentary,Nick Broomfield,106
100,12 April 1996 (UK),15,City Hall (1996),Drama|Thriller,Harold Becker,111
101,21 February 1996 (USA),15,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,Wes Anderson,91
102,16 February 1996 (USA),PG,Mr. Wrong (1996),Comedy,Nick Castle,96
103,11 July 1997 (UK),15,Unforgettable (1996),Mystery|Sci-Fi|Thriller,John Dahl,117
104,19 July 1996 (UK),12,Happy Gilmore (1996),Comedy,Dennis Dugan,92
105,15 September 1995 (UK),12,"Bridges of Madison County, The (1995)",Drama|Romance,Clint Eastwood,135
106,12 January 1995 (Germany),15,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,Doris Dörrie,104
107,24 May 1996 (UK),U,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,Brian Henson,99
108,16 May 1996 (Australia),,Catwalk (1996),Documentary,Robert Leacock,95
110,8 September 1995 (UK),15,Braveheart (1995),Action|Drama|War,Mel Gibson,178
111,19 August 1976 (UK),X,Taxi Driver (1976),Crime|Drama|Thriller,Martin Scorsese,114
112,4 July 1997 (UK),15,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,Stanley Tong,104
113,19 April 1996 (UK),12,Before and After (1996),Drama|Mystery,Barbet Schroeder,108
116,8 June 1995 (USA),PG,Anne Frank Remembered (1995),Documentary,Jon Blair,117
117,15 September 1995 (UK),15,"Young Poisoner's Handbook, The (1995)",Crime|Drama,Benjamin Ross,99
118,8 March 1996 (USA),15,If Lucy Fell (1996),Comedy|Romance,Eric Schaeffer,92
119,13 December 1996 (UK),12,"Steal Big, Steal Little (1995)",Comedy,Andrew Davis,135
121,TV Movie 6 December 1992,,"Boys of St. Vincent, The (1992)",Drama,John N. Smith,93
122,30 October 1992 (UK),15,Boomerang (1992),Comedy|Romance,Reginald Hudlin,117
123,15 September 1995 (UK),12,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,Kar-Wai Wong,102
125,24 January 1997 (UK),15,Flirting With Disaster (1996),Comedy,David O. Russell,92
126,16 December 1994 (UK),U,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,Peter MacDonald,95
128,8 September 1995 (USA),PG,Jupiter's Wife (1994),Documentary,Michel Negroponte,87
129,5 January 1996 (UK),15,Pie in the Sky (1996),Comedy|Romance,Bryan Gordon,95
132,3 November 1995 (UK),18,Jade (1995),Thriller,William Friedkin,95
135,28 June 1996 (UK),PG-13,Down Periscope (1996),Comedy,David S. Ward,92
137,15 March 1996 (USA),15,Man of the Year (1995),Documentary,Dirk Shafer,86
140,21 June 1996 (UK),15,Up Close and Personal (1996),Drama|Romance,Jon Avnet,124
141,26 April 1996 (UK),15,"Birdcage, The (1996)",Comedy,Mike Nichols,117
144,8 December 1995 (UK),15,"Brothers McMullen, The (1995)",Comedy,Edward Burns,98
145,16 June 1995 (UK),18,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,Michael Bay,119
146,25 August 1995 (USA),PG,"Amazing Panda Adventure, The (1995)",Adventure|Children,Christopher Cain,84
147,24 November 1995 (UK),18,"Basketball Diaries, The (1995)",Drama,Scott Kalvert,102
148,7 April 1995 (UK),15,"Awfully Big Adventure, An (1995)",Drama,Mike Newell,112
149,6 January 1995 (UK),15,Amateur (1994),Crime|Drama|Thriller,Hal Hartley,105
150,22 September 1995 (UK),PG,Apollo 13 (1995),Adventure|Drama|IMAX,Ron Howard,140
151,19 May 1995 (UK),15,Rob Roy (1995),Action|Drama|Romance|War,Michael Caton-Jones,139
152,18 April 1997 (UK),18,"Addiction, The (1995)",Drama|Horror,Abel Ferrara,82
153,14 July 1995 (UK),PG-13,Batman Forever (1995),Action|Adventure|Comedy|Crime,Joel Schumacher,121
154,26 September 1967 (UK),X,Beauty of the Day (Belle de jour) (1967),Drama,Luis Buñuel,100
155,30 June 1995 (UK),12,Beyond Rangoon (1995),Adventure|Drama|War,John Boorman,100
156,17 May 1996 (UK),15,Blue in the Face (1995),Comedy|Drama,Paul Auster,83
157,20 October 1995 (UK),PG,Canadian Bacon (1995),Comedy|War,Michael Moore,91
158,28 July 1995 (UK),PG,Casper (1995),Adventure|Children,Brad Silberling,100
159,9 February 1996 (UK),18,Clockers (1995),Crime|Drama|Mystery,Spike Lee,128
160,30 June 1995 (UK),12,Congo (1995),Action|Adventure|Mystery|Sci-Fi,Frank Marshall,109
161,3 November 1995 (UK),15,Crimson Tide (1995),Drama|Thriller|War,Tony Scott,116
162,7 July 1995 (UK),18,Crumb (1994),Documentary,Terry Zwigoff,119
163,9 February 1996 (UK),18,Desperado (1995),Action|Romance|Western,Robert Rodriguez,104
164,12 January 1996 (UK),15,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,Carl Franklin,102
165,18 August 1995 (UK),15,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,John McTiernan,128
166,18 September 1998 (UK),18,"Doom Generation, The (1995)",Comedy|Crime|Drama,Gregg Araki,83
168,7 July 1995 (UK),PG,First Knight (1995),Action|Drama|Romance,Jerry Zucker,134
169,4 August 1995 (UK),U,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,Dwight H. Little,95
170,3 May 1996 (UK),12,Hackers (1995),Action|Adventure|Crime|Thriller,Iain Softley,105
171,12 April 1996 (UK),18,Jeffrey (1995),Comedy|Drama,Christopher Ashley,92
172,9 February 1996 (UK),15,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,Robert Longo,103
173,21 July 1995 (UK),15,Judge Dredd (1995),Action|Crime|Sci-Fi,Danny Cannon,96
174,12 April 1995 (USA),12,Jury Duty (1995),Comedy,John Fortenberry,88
175,17 May 1996 (UK),,Kids (1995),Drama,Larry Clark,91
176,10 November 1995 (UK),15,Living in Oblivion (1995),Comedy,Tom DiCillo,90
177,25 August 1995 (USA),18,Lord of Illusions (1995),Horror,Clive Barker,109
178,22 July 1994 (UK),18,Love & Human Remains (1993),Comedy|Drama,Denys Arcand,100
179,24 November 1995 (UK),12,Mad Love (1995),Drama|Romance,Antonia Bird,93
180,20 October 1995 (USA),18,Mallrats (1995),Comedy|Romance,Kevin Smith,94
181,21 July 1995 (UK),PG,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,Bryan Spicer,95
183,19 January 1996 (UK),18,Mute Witness (1994),Comedy|Horror|Thriller,Anthony Waller,95
184,5 April 1996 (UK),15,Nadja (1994),Drama,Michael Almereyda,93
185,6 October 1995 (UK),12,"Net, The (1995)",Action|Crime|Thriller,Irwin Winkler,114
186,20 October 1995 (UK),PG-13,Nine Months (1995),Comedy|Romance,Chris Columbus,103
187,9 June 1995 (USA),R,Party Girl (1995),Comedy,Daisy von Scherler Mayer,94
188,1 September 1995 (USA),18,"Prophecy, The (1995)",Fantasy|Horror|Mystery,Gregory Widen,98
189,17 November 1995 (USA),PG-13,Reckless (1995),Comedy|Fantasy,Norman René,91
190,26 April 1996 (UK),15,Safe (1995),Thriller,Todd Haynes,119
191,17 November 1995 (UK),15,"Scarlet Letter, The (1995)",Drama|Romance,Roland Joffé,135
193,12 January 1996 (UK),18,Showgirls (1995),Drama,Paul Verhoeven,128
194,17 April 1996 (UK),15,Smoke (1995),Comedy|Drama,Wayne Wang,112
195,5 January 1996 (UK),15,Something to Talk About (1995),Comedy|Drama|Romance,Lasse Hallström,106
196,29 September 1995 (UK),18,Species (1995),Horror|Sci-Fi,Roger Donaldson,108
198,1 March 1996 (UK),18,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Kathryn Bigelow,145
199,24 December 1964 (UK),A,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,Jacques Demy,91
201,15 December 1995 (UK),PG,Three Wishes (1995),Drama|Fantasy,Martha Coolidge,115
202,11 April 1997 (UK),18,Total Eclipse (1995),Drama|Romance,Agnieszka Holland,111
203,10 November 1995 (UK),PG,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,Beeban Kidron,109
204,6 October 1995 (UK),18,Under Siege 2: Dark Territory (1995),Action,Geoff Murphy,100
205,8 December 1995 (UK),PG,Unstrung Heroes (1995),Comedy|Drama,Diane Keaton,93
206,19 April 1996 (UK),15,Unzipped (1995),Documentary,Douglas Keeve,73
207,17 November 1995 (UK),PG,"Walk in the Clouds, A (1995)",Drama|Romance,Alfonso Arau,102
208,11 August 1995 (UK),12,Waterworld (1995),Action|Adventure|Sci-Fi,Kevin Reynolds,135
209,7 February 1997 (UK),15,White Man's Burden (1995),Drama,Desmond Nakano,89
210,5 July 1996 (UK),15,Wild Bill (1995),Western,Walter Hill,98
211,28 October 1994 (UK),15,"Browning Version, The (1994)",Drama,Mike Figgis,97
212,4 August 1995 (USA),PG,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,Greg Beeman,90
213,18 August 1995 (UK),15,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,Nikita Mikhalkov,135
214,11 August 1995 (UK),15,Before the Rain (Pred dozhdot) (1994),Drama|War,Milcho Manchevski,113
215,20 April 1995 (UK),15,Before Sunrise (1995),Drama|Romance,Richard Linklater,101
216,5 April 1996 (UK),12,Billy Madison (1995),Comedy,Tamra Davis,89
217,17 October 1995 (USA),18,"Babysitter, The (1995)",Drama|Thriller,Guy Ferland,90
218,12 May 1995 (UK),15,Boys on the Side (1995),Comedy|Drama,Herbert Ross,115
219,14 June 1996 (UK),12,"Cure, The (1995)",Drama,Peter Horton,97
220,Video August 1996,18,Castle Freak (1995),Horror,Stuart Gordon,90
222,12 May 1995 (UK),15,Circle of Friends (1995),Drama|Romance,Pat O'Connor,103
223,5 May 1995 (UK),18,Clerks (1994),Comedy,Kevin Smith,92
224,19 May 1995 (UK),15,Don Juan DeMarco (1995),Comedy|Drama|Romance,Jeremy Leven,97
225,3 March 1995 (UK),18,Disclosure (1994),Drama|Thriller,Barry Levinson,128
227,24 March 1995 (UK),R,Drop Zone (1994),Action|Thriller,John Badham,101
228,23 June 1995 (UK),15,Destiny Turns on the Radio (1995),Comedy,Jack Baran,102
229,21 April 1995 (UK),18,Death and the Maiden (1994),Drama|Thriller,Roman Polanski,103
230,8 September 1995 (UK),18,Dolores Claiborne (1995),Drama|Thriller,Taylor Hackford,132
231,7 April 1995 (UK),12,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,Peter Farrelly,107
232,13 January 1995 (UK),PG,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,Ang Lee,124
233,28 April 1995 (UK),18,Exotica (1994),Drama,Atom Egoyan,103
234,7 July 1995 (UK),18,Exit to Eden (1994),Comedy,Garry Marshall,113
235,26 May 1995 (UK),15,Ed Wood (1994),Comedy|Drama,Tim Burton,127
236,3 November 1995 (UK),12,French Kiss (1995),Action|Comedy|Romance,Lawrence Kasdan,111
237,29 September 1995 (UK),12,Forget Paris (1995),Comedy|Romance,Billy Crystal,101
238,7 April 1995 (UK),U,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,Phillip Borsos,81
239,18 October 1996 (UK),U,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,Kevin Lima,78
240,29 September 1995 (UK),18,Hideaway (1995),Thriller,Brett Leonard,106
241,2 June 1995 (USA),PG,Fluke (1995),Children|Drama,Carlo Carlei,96
242,3 November 1995 (UK),15,Farinelli: il castrato (1994),Drama|Musical,Gérard Corbiau,111
243,12 May 1995 (USA),U,Gordy (1995),Children|Comedy|Fantasy,Mark Lewis,90
246,7 April 1995 (UK),12,Hoop Dreams (1994),Documentary,Steve James,170
247,10 February 1995 (UK),18,Heavenly Creatures (1994),Crime|Drama,Peter Jackson,99
248,6 January 1995 (USA),PG,Houseguest (1994),Comedy,Randall Miller,113
249,17 March 1995 (UK),15,Immortal Beloved (1994),Drama|Romance,Bernard Rose,121
250,29 November 1996 (UK),PG,Heavyweights (Heavy Weights) (1995),Children|Comedy,Steven Brill,100
251,24 February 1995 (USA),18,"Hunted, The (1995)",Action,J.F. Lawton,111
252,17 March 1995 (UK),U,I.Q. (1994),Comedy|Romance,Fred Schepisi,100
253,20 January 1995 (UK),18,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,Neil Jordan,123
254,16 June 1995 (UK),12,Jefferson in Paris (1995),Drama,James Ivory,139
255,3 February 1995 (USA),15,"Jerky Boys, The (1995)",Comedy,James Melkonian,82
256,9 December 1994 (UK),PG,Junior (1994),Comedy|Sci-Fi,Ivan Reitman,109
257,31 March 1995 (UK),18,Just Cause (1995),Mystery|Thriller,Arne Glimcher,102
258,18 February 1996 (UK),PG,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,Michael Gottlieb,89
259,9 June 1995 (UK),18,Kiss of Death (1995),Crime|Drama|Thriller,Barbet Schroeder,101
260,29 January 1978 (UK),U,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,George Lucas,121
261,17 March 1995 (UK),U,Little Women (1994),Drama,Gillian Armstrong,115
262,9 February 1996 (UK),U,"Little Princess, A (1995)",Children|Drama,Alfonso Cuarón,97
263,30 September 1994 (UK),18,Ladybird Ladybird (1994),Drama,Ken Loach,101
265,1 October 1993 (UK),15,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,Alfonso Arau,105
266,28 April 1995 (UK),15,Legends of the Fall (1994),Drama|Romance|War|Western,Edward Zwick,133
267,24 March 1995 (USA),12,Major Payne (1995),Comedy,Nick Castle,95
269,24 March 1995 (UK),15,My Crazy Life (Mi vida loca) (1993),Drama,Allison Anders,92
270,21 October 1994 (USA),12,Love Affair (1994),Drama|Romance,Glenn Gordon Caron,108
271,17 March 1995 (USA),15,Losing Isaiah (1995),Drama,Stephen Gyllenhaal,111
272,24 March 1995 (UK),PG,"Madness of King George, The (1994)",Comedy|Drama,Nicholas Hytner,110
273,4 November 1994 (UK),15,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,Kenneth Branagh,123
274,9 June 1995 (UK),U,Man of the House (1995),Comedy,James Orr,96
275,21 December 1994 (USA),12,Mixed Nuts (1994),Comedy,Nora Ephron,97
276,5 May 1995 (UK),12,Milk Money (1994),Comedy|Romance,Richard Benjamin,110
277,2 December 1994 (UK),U,Miracle on 34th Street (1994),Drama,Les Mayfield,114
278,30 June 1995 (UK),15,Miami Rhapsody (1995),Comedy,David Frankel,95
279,6 October 1995 (UK),15,My Family (1995),Drama,Gregory Nava,128
280,1 December 1995 (UK),15,Murder in the First (1995),Drama|Thriller,Marc Rocco,122
281,24 March 1995 (UK),15,Nobody's Fool (1994),Comedy|Drama|Romance,Robert Benton,110
282,10 March 1995 (UK),12,Nell (1994),Drama,Michael Apted,112
283,19 April 1995 (USA),18,New Jersey Drive (1995),Crime|Drama,Nick Gomez,98
284,14 August 1993 (Japan),,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,Tôru Murakawa,93
285,22 April 1994 (UK),18,Beyond Bedlam (1993),Drama|Horror,Vadim Jean,89
287,3 March 1995 (USA),15,Nina Takes a Lover (1994),Comedy|Romance,Alan Jacobs,100
288,24 February 1995 (UK),18,Natural Born Killers (1994),Action|Crime|Thriller,Oliver Stone,118
289,27 January 1995 (UK),PG,Only You (1994),Comedy|Romance,Norman Jewison,109
290,14 April 1995 (UK),18,Once Were Warriors (1994),Crime|Drama,Lee Tamahori,102
291,2 February 1996 (Brazil),18,Poison Ivy II (1996),Drama|Thriller,Anne Goursaud,106
292,28 April 1995 (UK),15,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,Wolfgang Petersen,127
293,3 February 1995 (UK),18,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,Luc Besson,110
294,23 August 1996 (UK),15,"Perez Family, The (1995)",Comedy|Romance,Mira Nair,113
295,28 April 1995 (USA),PG,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,Joshua Brand,94
296,21 October 1994 (UK),18,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Quentin Tarantino,154
298,7 December 1991 (Taiwan),12,Pushing Hands (Tui shou) (1992),Drama,Ang Lee,105
299,17 March 1995 (UK),15,Priest (1994),Drama,Antonia Bird,105
300,17 March 1995 (UK),15,Quiz Show (1994),Drama,Robert Redford,133
301,17 January 1997 (UK),PG-13,Picture Bride (Bijo photo) (1994),Drama|Romance,Kayo Hatta,94
302,13 January 1995 (UK),18,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,Patrice Chéreau,159
303,22 September 1995 (UK),15,"Quick and the Dead, The (1995)",Action|Thriller|Western,Sam Raimi,107
304,3 March 1995 (USA),12,Roommates (1995),Comedy|Drama,Peter Yates,108
305,3 March 1995 (UK),15,Ready to Wear (Pret-A-Porter) (1994),Comedy,Robert Altman,133
306,11 November 1994 (UK),15,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,Krzysztof Kieslowski,99
307,15 October 1993 (UK),15,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,Krzysztof Kieslowski,94
308,10 June 1994 (UK),15,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,Krzysztof Kieslowski,92
310,TV Movie 4 November 1995,U,Rent-a-Kid (1995),Comedy,Fred Gerber,85
311,19 April 1995 (UK),15,Relative Fear (1994),Horror|Thriller,George Mihalka,94
312,12 April 1995 (USA),12,Stuart Saves His Family (1995),Comedy,Harold Ramis,95
313,15 December 1995 (UK),U,"Swan Princess, The (1994)",Animation|Children,Richard Rich,93
314,9 August 1996 (UK),PG,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,John Sayles,103
315,26 December 1994 (UK),15,"Specialist, The (1994)",Action|Drama|Thriller,Luis Llosa,110
316,6 January 1995 (UK),PG,Stargate (1994),Action|Adventure|Sci-Fi,Roland Emmerich,116
317,8 December 1995 (UK),U,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,John Pasquin,97
318,17 February 1995 (UK),15,"Shawshank Redemption, The (1994)",Crime|Drama,Frank Darabont,142
319,6 January 1995 (UK),18,Shallow Grave (1994),Comedy|Drama|Thriller,Danny Boyle,89
320,20 January 1995 (UK),15,Suture (1993),Film-Noir|Thriller,Scott McGehee,96
321,18 November 1994 (UK),18,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,Tomás Gutiérrez Alea,108
322,5 April 1996 (UK),15,Swimming with Sharks (1995),Comedy|Drama,George Huang,93
324,28 July 1994 (Australia),15,"Sum of Us, The (1994)",Comedy|Drama,Geoff Burton,100
325,8 September 1995 (USA),15,National Lampoon's Senior Trip (1995),Comedy,Kelly Makin,91
326,14 October 1994 (UK),12,To Live (Huozhe) (1994),Drama,Yimou Zhang,133
327,23 June 1995 (UK),15,Tank Girl (1995),Action|Comedy|Sci-Fi,Rachel Talalay,104
328,2 June 1995 (UK),18,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,Ernest R. Dickerson,92
329,10 February 1995 (UK),PG,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,David Carson,118
330,24 May 1995 (USA),18,Tales from the Hood (1995),Action|Crime|Horror,Rusty Cundieff,98
