genre_id,movie_id
7,321
4,322
7,322
4,324
7,324
4,325
7,326
8,327
4,327
13,327
11,328
10,328
1,329
7,329
13,329
8,330
9,330
11,330
7,331
11,332
13,332
4,333
7,334
12,335
10,335
7,336
14,336
7,337
8,338
13,338
10,338
4,339
6,339
1,340
7,340
14,340
7,341
4,342
3,343
4,344
4,345
7,345
7,346
15,346
7,347
19,347
6,347
4,348
8,349
9,349
7,349
10,349
7,350
12,350
10,350
4,351
7,351
6,351
4,352
7,352
8,353
9,353
5,353
10,353
7,354
3,355
4,355
5,355
4,356
7,356
6,356
14,356
4,357
6,357
7,358
4,359
7,359
6,359
8,360
4,360
4,361
7,361
6,361
1,362
3,362
6,362
16,363
1,364
2,364
3,364
7,364
15,364
17,364
7,365
7,366
11,366
12,366
10,366
8,367
4,367
9,367
5,367
1,368
4,368
18,368
7,369
8,370
4,370
4,371
7,371
4,372
7,372
6,372
10,373
3,374
4,374
8,376
10,376
8,377
6,377
10,377
4,378
6,378
8,379
13,379
10,379
8,380
1,380
4,380
6,380
10,380
7,381
6,381
7,382
11,382
6,382
10,382
18,383
8,384
9,384
7,384
7,385
7,386
8,387
4,387
7,388
7,389
6,389
14,389
8,390
9,390
7,390
9,391
7,391
8,393
1,393
5,393
8,405
5,405
7,406
11,407
10,407
7,408
9,409
7,409
3,410
4,410
5,410
7,412
4,413
4,414
4,415
10,415
18,416
4,417
6,417
7,418
4,419
8,420
4,420
9,420
10,420
1,421
3,421
7,421
10,422
8,423
10,423
7,424
7,425
6,425
11,426
13,426
10,426
7,427
12,427
6,427
10,427
7,428
4,429
4,430
7,430
9,431
7,431
1,432
4,432
18,432
4,433
8,434
1,434
10,434
4,435
13,435
7,436
10,436
4,437
8,438
4,438
7,438
4,440
6,440
4,441
8,442
1,442
13,442
4,444
6,444
4,445
7,446
6,446
7,448
4,449
4,450
7,450
7,451
12,451
6,451
7,452
4,453
6,453
7,454
10,454
1,455
3,455
7,455
9,456
7,456
10,456
10,457
7,458
18,458
8,459
1,459
9,459
7,459
6,459
10,459
4,460
7,461
6,461
8,464
1,464
9,464
10,464
8,466
4,466
14,466
4,467
4,468
6,468
7,469
6,469
4,470
4,471
4,472
7,472
4,473
14,473
8,474
10,474
7,475
4,476
7,476
7,477
15,477
4,478
9,478
7,478
8,479
9,479
10,479
8,480
1,480
13,480
10,480
7,481
10,481
9,482
7,482
10,482
1,484
3,484
8,485
1,485
4,485
5,485
4,486
4,487
18,487
7,488
6,488
4,489
10,490
7,491
4,492
12,492
8,493
9,493
7,493
8,494
1,494
10,494
7,495
4,496
7,496
6,496
10,496
4,497
6,497
4,499
6,499
4,500
7,500
7,501
8,502
3,502
6,502
8,504
7,504
13,504
4,505
7,506
5,506
6,506
9,507
7,507
10,507
7,508
7,509
6,509
7,510
8,511
7,511
11,512
13,512
4,513
12,513
6,513
4,514
7,515
6,515
4,516
7,516
8,517
7,517
12,517
4,518
8,519
9,519
7,519
13,519
10,519
4,520
9,521
10,521
8,522
7,522
7,523
7,524
7,526
7,527
14,527
4,528
7,528
7,529
3,531
7,531
4,532
9,532
11,532
8,533
1,533
5,533
12,533
7,534
6,534
7,535
7,536
7,537
7,538
4,539
7,539
6,539
10,540
8,541
13,541
10,541
4,542
7,542
6,542
4,543
6,543
10,543
8,544
9,544
8,546
1,546
3,546
4,546
5,546
13,546
8,547
1,547
10,547
8,548
12,548
10,548
7,549
15,549
4,550
6,550
2,551
3,551
5,551
15,551
8,552
1,552
4,552
6,552
8,553
7,553
18,553
9,555
10,555
16,556
8,558
1,558
2,558
3,558
5,558
4,562
7,562
7,563
6,563
4,564
4,567
7,567
4,568
7,568
4,569
7,569
7,573
4,574
7,574
3,575
4,575
1,577
3,577
7,577
9,579
10,579
7,580
16,581
4,583
7,583
4,585
3,586
4,586
4,587
7,587
5,587
6,587
10,587
1,588
2,588
3,588
4,588
15,588
8,589
13,589
1,590
7,590
18,590
8,592
9,592
10,592
9,593
11,593
10,593
2,594
3,594
7,594
5,594
15,594
2,595
3,595
5,595
15,595
6,595
17,595
2,596
3,596
5,596
15,596
4,597
6,597
1,599
18,599
8,600
4,600
9,600
16,602
7,605
6,605
5,606
11,606
4,608
9,608
7,608
10,608
1,609
3,609
8,610
1,610
2,610
11,610
13,610
8,611
11,611
13,611
4,612
7,613
6,613
4,615
7,615
2,616
3,616
4,617
7,617
4,618
6,618
4,619
4,626
7,627
10,627
9,628
7,628
12,628
10,628
1,631
2,631
3,631
5,631
15,631
6,631
7,632
14,632
4,633
4,634
4,635
7,635
7,636
4,637
6,638
4,639
7,639
7,640
10,640
7,645
8,647
9,647
7,647
14,647
8,648
1,648
12,648
10,648
4,649
7,649
7,650
8,653
1,653
5,653
4,656
1,661
2,661
3,661
5,661
15,661
10,662
4,663
4,665
7,665
14,665
8,667
7,668
7,670
4,671
13,671
1,673
2,673
3,673
4,673
5,673
13,673
1,674
4,674
13,674
7,678
10,678
7,679
7,680
12,680
6,680
13,680
10,680
7,685
8,688
1,688
4,688
14,688
4,691
6,691
8,692
13,692
10,692
8,694
9,694
7,694
12,695
10,695
7,697
6,697
7,698
4,700
7,703
8,704
1,704
7,706
9,707
7,707
10,707
4,708
6,708
1,709
2,709
3,709
4,709
15,709
4,710
1,711
3,711
7,714
12,714
18,714
7,715
6,715
4,718
5,718
13,718
4,719
1,720
2,720
4,720
16,722
7,724
5,724
11,724
10,724
4,725
7,726
4,728
9,731
10,731
8,733
1,733
10,733
11,735
8,736
1,736
6,736
10,736
8,737
13,737
2,741
13,741
11,742
10,742
4,743
2,745
3,745
4,745
4,747
8,748
13,748
10,748
4,750
14,750
7,757
16,759
7,760
14,760
8,761
1,761
4,762
9,762
7,764
6,764
4,765
7,765
7,766
7,773
11,775
12,775
4,778
9,778
7,778
7,779
6,779
8,780
1,780
13,780
10,780
7,781
7,782
10,782
2,783
3,783
7,783
15,783
6,783
4,784
10,784
4,785
8,786
7,786
10,786
4,788
5,788
6,788
13,788
7,790
16,791
7,795
8,798
1,798
7,798
10,798
4,799
11,799
10,799
7,800
12,800
18,800
3,801
4,801
7,802
6,802
4,803
7,803
6,803
4,804
6,804
7,805
10,805
9,806
7,806
1,808
3,808
8,809
1,809
3,810
4,810
5,810
4,813
4,818
7,823
7,824
12,824
1,828
3,828
4,829
5,829
15,829
4,830
9,832
10,832
4,833
7,835
8,836
1,836
10,836
3,837
4,837
5,837
4,838
7,838
6,838
8,839
10,839
3,840
4,840
11,841
4,842
11,842
7,848
8,849
1,849
13,849
10,849
7,851
4,852
7,852
6,852
9,858
7,858
8,861
4,861
9,861
10,861
9,866
7,866
6,866
10,866
4,867
9,867
9,869
7,869
15,869
10,869
4,870
8,875
9,875
7,875
8,876
4,876
9,876
10,876
11,879
10,879
13,880
10,880
3,881
4,881
7,882
10,882
3,885
7,885
5,885
8,886
4,886
9,886
1,888
2,888
3,888
15,888
7,889
6,889
11,891
10,891
4,892
7,892
6,892
7,893
7,896
1,897
7,897
6,897
14,897
4,898
7,898
6,898
4,899
15,899
6,899
15,900
6,900
4,901
15,901
7,902
6,902
7,903
12,903
6,903
10,903
12,904
10,904
4,905
6,905
7,906
10,906
4,907
15,907
6,907
8,908
1,908
12,908
6,908
10,908
4,909
7,909
6,909
4,910
9,910
4,911
9,911
12,911
6,911
10,911
7,912
6,912
19,913
12,913
4,914
7,914
15,914
6,914
4,915
6,915
4,916
7,916
6,916
3,917
7,917
15,918
1,919
3,919
5,919
15,919
7,920
6,920
14,920
4,921
7,922
19,922
6,922
7,923
12,923
1,924
7,924
13,924
7,926
4,927
7,928
12,928
6,928
10,928
7,929
19,929
12,929
10,929
19,930
6,930
10,930
12,931
6,931
10,931
7,932
6,932
9,933
12,933
6,933
10,933
4,934
4,935
15,935
4,936
6,936
4,937
6,937
15,938
8,940
1,940
6,940
1,941
9,942
19,942
12,942
7,943
5,943
6,943
7,944
4,945
15,945
6,945
4,946
7,946
14,946
4,947
6,947
7,948
6,948
18,948
7,949
4,950
9,950
4,951
6,951
1,952
4,952
3,953
7,953
5,953
6,953
7,954
4,955
6,955
7,956
6,956
7,959
7,961
15,963
7,965
12,965
10,965
11,968
13,968
10,968
1,969
4,969
6,969
14,969
1,970
4,970
9,970
7,970
6,970
7,971
4,973
7,973
6,976
14,976
7,979
14,979
7,981
7,982
4,984
7,984
1,986
3,986
7,987
6,987
4,988
7,988
8,990
1,990
10,990
7,991
7,993
4,994
7,994
8,996
9,996
7,996
10,996
8,998
9,998
9,999
19,999
7,1003
10,1003
8,1004
10,1004
3,1005
4,1005
7,1006
3,1007
4,1007
18,1007
1,1008
18,1008
1,1009
3,1009
5,1009
3,1010
4,1010
3,1011
4,1011
5,1011
6,1011
3,1012
7,1012
3,1013
4,1013
6,1013
3,1014
4,1014
7,1014
1,1015
3,1015
7,1015
3,1016
4,1016
1,1017
3,1017
3,1018
4,1018
12,1018
1,1019
7,1019
13,1019
4,1020
3,1021
4,1021
2,1022
3,1022
5,1022
15,1022
6,1022
2,1023
3,1023
15,1023
2,1024
3,1024
15,1024
2,1025
3,1025
5,1025
15,1025
1,1027
7,1027
3,1028
4,1028
5,1028
15,1028
2,1029
3,1029
7,1029
15,1029
1,1030
2,1030
3,1030
15,1030
1,1031
3,1031
15,1031
1,1032
2,1032
3,1032
5,1032
15,1032
2,1033
3,1033
7,1033
4,1034
9,1034
7,1034
10,1034
15,1035
6,1035
8,1036
9,1036
10,1036
8,1037
11,1037
13,1037
10,1037
7,1040
7,1041
4,1042
7,1042
7,1043
6,1043
7,1046
6,1046
8,1047
7,1047
10,1047
8,1049
1,1049
16,1050
7,1050
7,1051
9,1053
7,1053
6,1053
7,1054
10,1055
7,1056
4,1057
15,1057
6,1057
7,1059
6,1059
4,1060
7,1060
10,1061
2,1064
3,1064
4,1064
5,1064
15,1064
6,1064
4,1066
15,1066
6,1066
9,1068
19,1068
3,1073
4,1073
5,1073
15,1073
7,1076
11,1076
10,1076
4,1077
13,1077
4,1078
14,1078
4,1079
9,1079
4,1080
4,1081
15,1081
6,1081
7,1082
4,1083
15,1083
9,1084
7,1084
1,1085
7,1085
9,1086
12,1086
10,1086
7,1088
15,1088
6,1088
9,1089
12,1089
10,1089
7,1090
14,1090
4,1091
9,1092
12,1092
10,1092
7,1093
7,1094
6,1094
10,1094
7,1095
7,1096
3,1097
7,1097
13,1097
3,1099
7,1099
5,1099
8,1100
7,1100
6,1100
8,1101
6,1101
7,1103
7,1104
11,1105
4,1107
16,1111
8,1112
4,1112
7,1112
9,1114
7,1114
7,1116
7,1117
7,1119
4,1120
7,1120
7,1121
16,1123
7,1124
4,1125
9,1125
4,1126
5,1126
8,1127
1,1127
13,1127
10,1127
11,1128
8,1129
1,1129
13,1129
10,1129
11,1130
12,1130
7,1131
12,1131
7,1132
4,1135
1,1136
4,1136
5,1136
6,1137
7,1140
16,1144
16,1147
2,1148
3,1148
4,1148
9,1148
7,1150
2,1151
4,1151
7,1151
5,1151
7,1156
7,1161
14,1161
4,1162
7,1162
7,1163
4,1167
8,1170
4,1171
7,1172
4,1173
7,1173
4,1175
7,1175
6,1175
7,1176
5,1176
6,1176
7,1177
6,1177
7,1178
14,1178
9,1179
7,1179
19,1179
4,1180
7,1183
6,1183
14,1183
4,1184
7,1184
7,1185
7,1186
7,1187
4,1188
6,1188
16,1189
9,1190
7,1190
6,1190
16,1191
15,1191
16,1192
7,1193
4,1194
8,1196
1,1196
13,1196
8,1197
1,1197
4,1197
5,1197
6,1197
8,1198
1,1198
5,1199
13,1199
8,1200
1,1200
11,1200
13,1200
8,1201
1,1201
18,1201
4,1202
7,1203
1,1204
7,1204
14,1204
9,1206
7,1206
13,1206
10,1206
7,1207
8,1208
7,1208
14,1208
8,1209
7,1209
18,1209
8,1210
1,1210
13,1210
7,1211
5,1211
6,1211
19,1212
12,1212
10,1212
9,1213
7,1213
11,1214
13,1214
8,1215
1,1215
4,1215
5,1215
11,1215
1,1216
7,1216
6,1216
7,1217
14,1217
8,1218
9,1218
7,1218
10,1218
9,1219
11,1219
8,1220
4,1220
15,1220
9,1221
7,1221
7,1222
14,1222
1,1223
2,1223
3,1223
4,1223
13,1223
8,1224
7,1224
6,1224
14,1224
7,1225
7,1226
6,1226
9,1227
7,1227
7,1228
4,1230
6,1230
7,1231
7,1232
12,1232
13,1232
8,1233
7,1233
14,1233
4,1234
9,1234
4,1235
7,1235
6,1235
4,1236
7,1236
6,1236
7,1237
4,1238
8,1240
13,1240
10,1240
4,1241
5,1241
11,1241
7,1242
14,1242
4,1243
7,1243
4,1244
7,1244
6,1244
9,1245
7,1245
19,1245
10,1245
7,1246
4,1247
7,1247
6,1247
9,1248
19,1248
10,1248
8,1249
9,1249
6,1249
10,1249
1,1250
7,1250
14,1250
7,1251
5,1251
9,1252
19,1252
12,1252
10,1252
7,1253
13,1253
10,1253
8,1254
1,1254
7,1254
18,1254
4,1255
11,1255
13,1255
4,1256
15,1256
14,1256
4,1257
6,1257
11,1258
1,1259
7,1259
9,1260
19,1260
10,1260
8,1261
4,1261
5,1261
11,1261
8,1262
1,1262
7,1262
14,1262
7,1263
14,1263
8,1264
7,1264
12,1264
6,1264
10,1264
4,1265
5,1265
6,1265
7,1266
18,1266
9,1267
10,1267
14,1267
4,1268
7,1268
4,1269
12,1269
10,1269
1,1270
4,1270
13,1270
4,1271
9,1271
7,1271
7,1272
14,1272
4,1273
7,1273
19,1273
8,1274
1,1274
2,1274
13,1274
8,1275
1,1275
5,1275
7,1276
4,1277
7,1277
6,1277
4,1278
5,1278
4,1279
7,1279
7,1280
4,1281
7,1281
14,1281
2,1282
3,1282
5,1282
15,1282
7,1283
18,1283
9,1284
19,1284
12,1284
4,1285
7,1286
6,1286
8,1287
1,1287
7,1287
4,1288
16,1289
7,1290
6,1290
8,1291
1,1291
4,1292
7,1292
7,1293
7,1295
7,1296
6,1296
4,1297
7,1298
15,1298
7,1299
14,1299
4,1300
7,1300
7,1301
13,1301
3,1302
7,1302
5,1302
1,1303
7,1303
8,1304
18,1304
7,1305
6,1305
1,1306
7,1306
13,1306
4,1307
6,1307
16,1310
7,1312
4,1318
7,1318
8,1320
11,1320
13,1320
10,1320
4,1321
11,1321
10,1321
11,1322
11,1323
11,1324
11,1325
11,1326
7,1327
11,1327
12,1327
10,1327
11,1328
11,1329
11,1330
11,1331
11,1332
10,1332
11,1333
10,1333
11,1334
13,1334
11,1335
12,1335
11,1336
10,1336
7,1337
11,1337
10,1337
5,1339
11,1339
6,1339
10,1339
7,1340
11,1340
13,1340
11,1341
11,1342
10,1342
10,1343
9,1344
7,1344
10,1344
7,1345
5,1345
11,1345
10,1345
7,1346
5,1346
11,1346
11,1347
10,1347
11,1348
11,1349
11,1350
12,1350
10,1350
9,1351
7,1351
10,1351
9,1352
10,1352
4,1353
7,1353
6,1353
7,1354
12,1354
11,1355
10,1355
8,1356
1,1356
13,1356
10,1356
7,1357
6,1357
7,1358
3,1359
4,1359
16,1361
7,1363
7,1365
7,1366
1,1367
3,1367
4,1367
8,1370
1,1370
10,1370
1,1371
13,1371
8,1372
12,1372
13,1372
8,1373
13,1373
8,1374
1,1374
13,1374
10,1374
8,1375
1,1375
13,1375
1,1376
4,1376
13,1376
8,1377
9,1377
8,1378
4,1378
18,1378
8,1379
18,1379
4,1380
15,1380
6,1380
4,1381
15,1381
6,1381
8,1382
7,1382
8,1385
7,1385
10,1385
8,1387
11,1387
11,1388
10,1388
8,1389
11,1389
4,1390
8,1391
4,1391
13,1391
4,1392
7,1392
7,1393
6,1393
4,1394
4,1395
7,1395
8,1396
4,1396
9,1396
7,1396
13,1396
7,1397
6,1398
14,1398
7,1399
7,1401
1,1405
2,1405
4,1405
9,1405
9,1406
7,1406
12,1406
10,1406
4,1407
11,1407
12,1407
10,1407
8,1408
6,1408
14,1408
18,1408
4,1409
7,1409
5,1409
6,1409
9,1411
7,1411
6,1411
7,1412
7,1413
4,1414
9,1415
7,1415
6,1415
7,1416
15,1416
7,1417
1,1419
7,1419
9,1422
7,1422
12,1422
10,1422
7,1423
4,1425
3,1426
8,1427
10,1427
7,1428
8,1429
1,1429
4,1429
10,1429
4,1430
10,1430
8,1431
4,1431
8,1432
4,1432
9,1432
7,1432
10,1432
7,1437
8,1438
10,1438
4,1439
4,1440
4,1441
6,1441
7,1442
4,1445
14,1445
4,1446
7,1446
9,1447
4,1449
4,1453
6,1453
4,1454
7,1454
4,1456
4,1457
7,1457
6,1457
7,1458
5,1458
6,1458
12,1459
10,1459
3,1460
4,1460
12,1460
4,1461
9,1464
7,1464
5,1464
19,1464
12,1464
6,1464
8,1465
7,1465
9,1466
7,1466
4,1468
6,1468
8,1473
4,1473
9,1473
7,1473
3,1474
4,1474
6,1475
4,1476
7,1476
6,1477
8,1479
6,1479
13,1479
10,1479
7,1480
10,1480
7,1483
10,1483
4,1484
7,1484
12,1484
6,1484
4,1485
7,1487
15,1487
8,1488
7,1488
10,1488
2,1489
3,1489
15,1489
4,1490
6,1493
8,1495
1,1495
3,1495
7,1496
6,1496
8,1497
7,1498
6,1498
8,1499
1,1499
10,1499
4,1500
9,1500
6,1500
7,1502
6,1502
4,1503
7,1507
14,1507
4,1513
6,1514
8,1515
7,1515
10,1515
4,1516
8,1517
1,1517
4,1517
8,1518
10,1518
7,1519
4,1526
8,1527
1,1527
4,1527
13,1527
4,1529
7,1529
7,1533
4,1537
7,1537
6,1537
4,1541
6,1541
4,1542
7,1542
6,1542
8,1544
1,1544
13,1544
10,1544
7,1545
4,1546
3,1547
7,1547
7,1549
6,1549
4,1550
6,1550
1,1551
3,1551
7,1551
8,1552
1,1552
10,1552
7,1554
6,1554
8,1556
6,1556
10,1556
8,1562
1,1562
5,1562
10,1562
4,1564
7,1564
6,1564
4,1565
10,1565
1,1566
2,1566
3,1566
4,1566
15,1566
4,1569
6,1569
4,1571
6,1571
7,1572
8,1573
9,1573
7,1573
10,1573
6,1574
8,1580
4,1580
13,1580
4,1581
1,1582
3,1582
3,1583
5,1583
7,1584
13,1584
4,1585
8,1586
7,1586
8,1587
1,1587
5,1587
3,1588
4,1588
8,1589
9,1589
7,1589
10,1589
11,1590
13,1590
10,1590
8,1591
1,1591
13,1591
10,1591
3,1592
4,1592
4,1593
6,1593
4,1594
7,1594
7,1596
7,1597
12,1597
6,1597
10,1597
9,1598
7,1598
10,1598
8,1599
7,1600
6,1600
9,1601
7,1601
19,1601
4,1602
11,1603
13,1603
10,1603
8,1604
4,1604
1,1605
6,1605
8,1606
1,1606
8,1608
10,1608
7,1609
10,1609
8,1610
1,1610
10,1610
7,1611
6,1611
4,1612
7,1613
4,1614
1,1615
7,1615
8,1616
10,1616
14,1616
9,1617
19,1617
12,1617
10,1617
1,1619
7,1619
14,1619
9,1620
7,1620
12,1620
10,1620
7,1621
11,1623
7,1624
7,1625
12,1625
10,1625
8,1626
7,1626
10,1626
9,1627
7,1627
12,1627
4,1629
6,1629
8,1631
10,1631
7,1633
7,1635
4,1639
7,1639
6,1639
4,1641
7,1641
4,1642
7,1642
7,1643
6,1643
11,1644
12,1644
10,1644
7,1645
12,1645
10,1645
3,1646
4,1646
6,1646
13,1646
9,1647
7,1647
10,1647
4,1648
7,1648
16,1649
7,1650
16,1652
7,1653
13,1653
10,1653
3,1654
7,1654
5,1654
7,1655
11,1655
10,1655
7,1656
6,1656
6,1658
10,1658
7,1659
7,1660
9,1661
12,1661
10,1661
9,1662
4,1663
14,1663
4,1665
8,1667
7,1667
7,1670
14,1670
9,1671
7,1671
10,1671
7,1672
7,1673
7,1674
6,1674
10,1674
9,1675
10,1675
8,1676
13,1676
4,1677
7,1677
7,1678
6,1678
4,1679
7,1680
6,1680
8,1681
1,1681
5,1681
4,1682
7,1682
13,1682
7,1683
6,1683
7,1684
6,1684
7,1685
6,1685
9,1686
10,1686
8,1687
10,1687
1,1688
2,1688
3,1688
7,1688
15,1688
4,1689
9,1689
10,1689
8,1690
11,1690
13,1690
7,1693
12,1693
7,1694
7,1695
7,1696
14,1696
4,1699
7,1699
4,1701
7,1701
3,1702
4,1702
5,1702
4,1703
7,1704
6,1704
3,1707
4,1707
9,1711
7,1711
12,1711
3,1713
4,1713
4,1717
11,1717
12,1717
10,1717
10,1718
7,1719
7,1721
6,1721
8,1722
1,1722
10,1722
8,1726
1,1726
7,1726
13,1726
7,1727
6,1727
9,1729
7,1729
10,1729
7,1730
4,1731
4,1732
9,1732
7,1733
6,1733
4,1734
7,1734
7,1735
6,1735
8,1739
3,1739
4,1739
4,1746
4,1747
1,1748
19,1748
13,1748
10,1748
8,1752
9,1752
10,1752
4,1753
9,1754
7,1754
5,1754
10,1754
4,1755
6,1755
7,1757
6,1757
7,1759
4,1760
8,1762
11,1762
13,1762
7,1767
6,1767
8,1769
9,1769
10,1769
9,1770
6,1770
10,1770
11,1771
8,1772
4,1772
15,1772
4,1777
6,1777
13,1779
10,1779
9,1783
7,1783
12,1783
6,1783
10,1783
4,1784
7,1784
6,1784
9,1785
10,1785
9,1791
7,1791
10,1791
8,1792
9,1792
10,1792
4,1793
4,1794
7,1794
16,1797
17,1797
10,1798
4,1799
9,1799
7,1799
12,1799
10,1799
8,1801
1,1801
7,1801
9,1804
7,1804
9,1805
7,1805
12,1805
10,1805
1,1806
3,1806
4,1806
7,1807
9,1809
7,1809
4,1810
7,1810
3,1812
4,1812
7,1812
4,1816
7,1816
4,1821
6,1821
4,1824
10,1824
4,1825
7,1825
1,1826
3,1826
4,1827
16,1827
7,1829
6,1829
8,1831
1,1831
13,1831
8,1833
7,1833
10,1833
9,1834
7,1834
12,1834
10,1834
7,1835
5,1835
6,1835
4,1836
7,1836
4,1837
4,1839
7,1840
7,1841
10,1841
7,1844
6,1844
4,1845
12,1845
10,1845
1,1848
3,1848
4,1848
5,1848
4,1855
16,1856
4,1857
8,1858
4,1858
7,1859
7,1860
11,1862
13,1862
4,1863
8,1866
4,1866
9,1866
8,1867
1,1867
4,1870
7,1870
9,1873
7,1873
6,1873
14,1873
4,1875
7,1876
13,1876
10,1876
1,1881
2,1881
3,1881
5,1881
15,1881
8,1882
13,1882
10,1882
4,1883
7,1883
6,1883
1,1884
4,1884
7,1884
4,1885
7,1885
6,1885
1,1887
4,1887
18,1887
4,1888
7,1888
6,1888
7,1889
12,1889
10,1889
11,1891
10,1891
10,1892
7,1893
1,1894
4,1894
6,1894
4,1895
7,1895
6,1895
7,1897
6,1897
4,1900
7,1900
7,1902
6,1902
4,1904
7,1904
4,1906
6,1906
1,1907
2,1907
3,1907
4,1907
7,1907
15,1907
6,1907
8,1909
9,1909
12,1909
13,1909
10,1909
4,1910
9,1910
7,1910
4,1911
4,1912
9,1912
7,1912
6,1912
10,1912
7,1913
12,1913
4,1914
7,1914
7,1916
6,1916
8,1917
6,1917
13,1917
10,1917
8,1918
4,1918
9,1918
10,1918
3,1919
4,1919
2,1920
3,1920
5,1920
14,1920
7,1921
13,1921
10,1921
7,1922
4,1923
6,1923
11,1924
13,1924
15,1926
8,1927
