userid, openness, agreeableness, emotional_stability, conscientiousness, extraversion, assigned metric, assigned condition, movie_1, predicted_rating_1, movie_2, predicted_rating_2, movie_3, predicted_rating_3, movie_4, predicted_rating_4, movie_5, predicted_rating_5, movie_6, predicted_rating_6, movie_7, predicted_rating_7, movie_8, predicted_rating_8, movie_9, predicted_rating_9, movie_10, predicted_rating_10, movie_11, predicted_rating_11, movie_12, predicted_rating_12, is_personalized, enjoy_watching 
ef94eddb28db4edca56013331b5dec8e,5.5,4.0,3.5,5.5,4.0,diversity,low,1232,4.47889960559,3503,4.33196692445,2495,4.40148930756,96832,4.26470615608,8477,4.23591269703,36363,4.2778248193,1199,4.33362957716,924,4.48764404172,96606,4.1862525655,4873,4.08542806787,1237,4.17326894004,7371,4.05207374535,5,5
e7c8485a3bb3eab91465cc76dcbd4748,6.5,3.5,4.5,3.0,6.5,diversity,low,858,4.22075114056,1221,4.04844860323,1254,3.82093001204,7215,3.82029934537,5008,3.82007405705,3801,3.848588839,50,3.78558994355,4427,4.02309195413,898,3.81050767531,1250,3.97824581026,1233,3.8389508961,1263,3.75576111355,4,4
e11b65eb0dcb3c57eef5ebd096a5fd6a,6.5,3.0,5.0,5.5,2.5,diversity,low,1148,4.64346828945,745,4.15038975995,78499,4.05987466383,50,4.21600802919,2692,4.45117605367,63082,4.10541065256,92259,4.11608498603,97921,4.06439829594,72011,4.29272214861,2858,4.1671590618,1704,4.31095205779,64839,4.20150841161,4,4
8bb877fc4d206e9633f41afcf6f434da,4.5,3.5,2.5,5.0,1.5,diversity,low,1148,4.64346828945,745,4.15038975995,78499,4.05987466383,50,4.21600802919,2692,4.45117605367,63082,4.10541065256,92259,4.11608498603,97921,4.06439829594,72011,4.29272214861,2858,4.1671590618,1704,4.31095205779,64839,4.20150841161,3,3
4889e49b9f9ee173d10403b1bbcdf807,7.0,5.0,6.0,6.5,5.5,popularity,high,58559,5.21157415558,5418,5.14687674356,6377,4.97882797406,2918,5.1603180527,3114,5.10552101726,6539,5.01739486383,2716,5.00935406904,7153,5.27237222015,5952,5.27808379249,4993,5.30347481424,1198,5.1067253588,260,5.02599675462,1,1
977f6a958c559679b9dca86180611d47,4.0,2.5,4.0,4.5,3.0,all,default,60069,5.0226807576,81845,4.96774832787,1136,5.00449130993,68954,4.89326805407,112552,4.95560856116,2858,4.85003998738,68358,4.88447137161,1213,4.86459873936,54286,4.85200826666,88125,4.88093932498,59315,4.83749480698,6016,4.84318705797,2,3
f85537ffab5ed6070c16e0d3c5475a29,6.5,4.0,4.5,5.0,6.0,serendipity,low,3578,4.05554831658,527,3.78191304718,4226,3.88812107012,3147,4.51060019693,5995,3.76222501045,27773,3.79797918634,1203,3.93120265474,1178,3.93206988344,58559,4.76986631839,4262,4.25034584609,6016,3.91470395792,48516,3.8226624158,4,4
0eae92629ffc0a7f8e3da331d6165c22,4.5,3.0,5.0,3.5,3.5,serendipity,low,922,4.09522582566,96829,4.14574975762,96588,4.59123641691,93510,4.50954823092,99813,4.47532617236,1079,4.26967062829,77455,4.34204007785,65188,4.44529348713,5954,4.14870864988,2788,4.13845216533,2692,4.65361159758,89774,4.48135053027,4,4
79e686209f702d41a8bbb321e093bf06,5.0,4.5,3.0,4.5,2.5,serendipity,medium,1204,4.47057636873,1212,4.27359937909,1230,4.38846980867,1250,4.18201245756,1252,4.43832054533,1178,4.47605726842,3435,4.24750227085,922,4.16041849442,1203,4.40665451234,6947,4.19280881339,1199,4.1804129718,1225,4.22319795609,3,4
4d96607fb54831bf0c2eadf935949509,6.0,3.5,5.5,4.5,2.5,serendipity,medium,1204,4.47057636873,1212,4.27359937909,1230,4.38846980867,1250,4.18201245756,1252,4.43832054533,1178,4.47605726842,3435,4.24750227085,922,4.16041849442,1203,4.40665451234,6947,4.19280881339,1199,4.1804129718,1225,4.22319795609,5,5
8a06e1eb68189ccd352d8c64f09906b8,6.5,2.5,3.0,4.5,4.0,serendipity,medium,86377,4.18239684968,112290,4.10926450186,109374,4.09712325985,3089,4.21891814508,1207,4.26938062764,926,4.27561759839,3307,4.25900115932,1212,4.31840722834,1178,4.30912366083,969,4.16412422916,5690,4.16986028524,912,4.34180465733,3,4
2f7b73a8590616814caadf1f5faf21c2,6.5,5.5,6.0,6.0,5.0,popularity,high,594,4.2306314655,1148,5.29980633822,1219,4.18955634908,750,4.23933943946,1213,4.18077805025,1221,4.27219482729,1214,4.20185325058,1265,4.20262299402,34,4.27604463844,1240,4.30122390891,858,4.36068772041,457,4.27210167678,2,3
a3f6f847abb6082b391ce58b93a72892,7.0,3.0,6.5,6.5,2.0,popularity,high,594,4.2306314655,1148,5.29980633822,1219,4.18955634908,750,4.23933943946,1213,4.18077805025,1221,4.27219482729,1214,4.20185325058,1265,4.20262299402,34,4.27604463844,1240,4.30122390891,858,4.36068772041,457,4.27210167678,1,2
6cb8b74bf49c9125022d672af1a18df6,6.5,3.5,4.5,3.5,5.5,popularity,medium,64034,4.13066443232,96821,4.17135208341,37731,4.11865469165,64716,4.13937622796,88810,4.30827590548,4866,4.12009417567,102445,4.11704035118,52604,4.17859930616,51935,4.02660185305,91542,4.08705670899,72641,4.35780120858,6187,4.30586587064,5,5
8089532820067141cdda1bef0e24fe6e,6.5,3.5,4.5,4.5,3.5,serendipity,medium,1196,4.21185453976,912,4.02086719839,1281,4.09758454819,1204,4.09700751521,953,4.02190934887,1233,4.09635347729,1200,4.49357706482,924,4.13681294613,750,4.20818182154,1090,4.06206320673,1304,4.10004404039,5971,4.03460672363,4,4
b6a98cdd574405de0a180be9e0eafe73,4.0,4.5,3.5,6.0,3.0,all,default,260,5.12365196618,527,5.04786133679,1196,5.10045619342,1198,4.87852023746,1210,4.98703912087,110,4.9416653538,1036,4.98239896674,58559,4.72144800513,2762,4.72425147915,589,4.72203706949,3578,4.68850973127,81845,4.70428745909,5,4
a8628b669a0078a4ed4fbf82b6e047d7,5.5,4.0,5.5,4.0,1.5,popularity,high,1221,4.2634276396,1214,4.15409369161,1265,4.22942595562,1197,4.34187294754,2762,4.20663306748,50,4.16157336911,150,4.09740992073,457,4.1796350828,527,4.58839615836,110,4.38087841624,593,4.47118024834,356,4.41825808921,2,4
1526f4a779cc3723c955cddc3a353187,6.5,5.0,6.0,7.0,4.5,popularity,high,7153,4.52484140367,1193,4.5094670137,5952,4.48827310492,4993,4.5183412168,2959,4.43365792515,1198,4.44099864343,858,4.58575697964,2858,4.42929026674,50,4.6167854226,527,4.60697350249,593,4.46072681833,318,4.76035382595,5,5
e585763cc728dbe4831d9da3a09b198f,3.0,5.5,4.5,4.0,5.0,popularity,medium,1260,3.98267030191,57669,3.89419192101,3435,3.85100868842,44555,3.75737216691,1254,4.04128946375,922,3.71551748389,1212,3.9058317928,1175,4.00888828919,1299,3.93919987836,1228,3.74302828034,1466,3.84762959722,1262,3.86181777203,3,4
074ebec2822594b0edd299f4c537a795,7.0,4.5,5.0,4.5,7.0,diversity,high,2193,4.27935096652,33779,4.26791595746,56145,4.24080546906,86377,4.09753463664,93721,4.1680410666,11,4.32348227428,1370,4.14328239242,71899,4.13626284073,1754,4.42773100725,2763,4.17153047206,36363,4.27369475177,2990,4.25536887035,2,4
7f60f800e807c63a865f302b2b76a156,5.5,5.0,5.0,5.0,4.0,popularity,high,2973,4.33760198021,3735,4.18034813992,5782,4.10937323891,5971,4.19624211467,1185,4.09329688191,46976,4.23031937695,1077,4.06080420668,1748,4.04146244717,265,4.36443665758,497,4.02748046165,235,4.06832237403,2502,4.11103967662,4,5
f7ee86fd173f2330f87e9b7b8467e737,6.5,3.5,7.0,6.0,3.5,serendipity,medium,64716,4.21694842157,5971,3.67752614662,48082,4.78535187629,84152,4.06058458814,6502,3.67028274009,8910,4.71324393922,2542,4.14970700623,71535,3.93366706377,91529,3.82788888119,52281,4.08210823784,51255,4.2967468549,5618,4.72730176848,3,2
78e6499e97a0d63098287ab3e5a3d577,5.5,3.0,4.5,5.5,2.5,all,default,89759,4.63010302248,85342,4.61557504581,82459,4.43780162228,1732,4.33099538008,60904,4.71212002168,86781,4.38252386468,26326,4.50981110581,3949,4.26696840718,79553,4.40752696754,296,4.25269010579,3160,4.28732041377,6818,4.49617741365,3,4
1c2e6d8d6e0cfb2b41b804da6887bdfd,6.0,4.0,3.5,4.5,3.0,diversity,low,8958,4.88838585659,40819,4.38445423412,27803,4.52274282096,8784,4.44191239414,5945,4.70835651442,55814,4.57313919062,3468,4.477414864,3307,4.57309274572,1247,4.45418874966,3462,4.70296306942,2731,4.52939597323,2973,4.50380016398,3,3
600ec019e03ab20d98ba29e4119d2145,4.5,4.5,4.0,4.0,4.0,diversity,medium,86644,4.12448355278,5121,4.80379852989,5498,4.46223976302,25850,4.50938830232,32460,4.24271311213,52042,4.12635333998,8910,4.20206994451,54259,4.1722520216,3275,3.80583561814,6123,4.57731387074,5475,4.50949553675,87232,3.85018737189,3,2
3cb885f5bbba64cea284e9332bea1d41,6.0,1.0,3.0,7.0,3.0,popularity,high,2076,4.58981115929,2161,4.67133589207,1266,4.628024494,1201,4.75693852962,1641,4.64228596975,1208,4.66400664556,36,5.09020090422,1200,4.73851834803,1213,5.12142214333,1221,5.20482164621,2858,4.63730786503,858,4.96734095543,4,4
dcc6eb2145ef8a8f576cb97b62e79359,3.5,5.0,4.5,5.0,4.5,diversity,high,1198,4.14212175324,112552,3.74126635665,527,4.09135442041,1291,4.02616016444,1197,3.99229889747,4144,3.70297125001,1036,3.95521908582,1200,3.93046357547,2360,3.79906998637,110,3.91322085406,589,3.90321405288,593,3.89536335055,4,5
c44856e84d0bf38ab29aac2e4ed37fb2,6.5,2.5,4.5,4.0,5.5,popularity,medium,55555,4.6681006448,60333,4.61599286022,74324,4.28914504637,88405,4.24142298832,8656,4.6478941101,85774,4.22947078174,86320,4.28605935069,7587,4.3603382306,96821,4.15953466027,73344,4.43111756452,80906,4.23924662264,58303,4.43752934845,4,5
74fc5fd7972ee74838cf90c79e7468e3,4.5,4.5,6.0,7.0,2.0,all,default,293,4.35185473685,555,4.39420416326,4019,4.35945597983,2490,4.03585436076,3980,3.94628502497,5108,3.98139311673,107141,3.89466372669,4728,3.92654979339,45081,3.92599340785,99114,3.72599581105,1645,3.82352493311,951,3.90740016425,4,3
10cb5cdac57f0bdc611a9c515218cb3a,6.0,3.5,4.5,4.5,2.0,diversity,medium,38038,4.86097360503,68237,4.28714955339,27773,4.35485092777,2731,4.62391538814,2791,4.53107177482,3000,4.36060618858,99114,4.29727142554,3362,4.47646456911,6016,5.01920218564,5995,4.31931129047,2324,4.44557868086,37729,4.36014053535,2,2
606c283f935f7934c965ca764a743959,5.5,3.5,5.0,5.5,4.0,popularity,medium,7064,4.52061155965,2843,4.04972491663,2351,4.44539106341,77455,3.95582058586,55814,3.96822513429,7013,4.19586820167,26131,4.45760995108,34542,4.0494465606,6774,3.97445595786,2732,4.26769535323,112552,3.98925151106,112183,4.04553415179,5,5
9959ffe4dedb8041d94c104e6e39b1cf,7.0,3.0,6.5,4.0,4.5,serendipity,low,527,4.26590646782,356,4.25393485382,96829,4.26889391929,3462,4.25210700519,30803,4.15954724319,8014,4.1581218799,94959,4.17166129859,86345,4.128169901,3504,4.14166692827,92259,4.14283284357,33166,4.20250951396,92535,4.12845767523,3,5
5574eba2387a0b2307f446ac87c2e2a3,5.5,3.5,6.0,5.5,3.0,serendipity,low,527,4.26590646782,356,4.25393485382,96829,4.26889391929,3462,4.25210700519,30803,4.15954724319,8014,4.1581218799,94959,4.17166129859,86345,4.128169901,3504,4.14166692827,92259,4.14283284357,33166,4.20250951396,92535,4.12845767523,2,4
03b6619900e1f5554bc066fe5be755ed,7.0,4.0,4.5,6.5,1.5,diversity,low,5952,4.53818500723,4993,4.42074521066,7153,4.25338286636,260,4.6358353795,3578,4.32415256658,110,4.43975980296,7143,4.30299189073,2028,4.61212110546,318,4.65940499154,356,4.50489890822,527,4.62638210433,3996,4.72138904812,4,4
fa51c8a9ad4010eae58ef1345aa6a241,5.5,6.5,6.0,6.0,5.0,diversity,low,5995,4.66510427892,58303,4.79842751639,81845,4.49312382221,98154,4.65635587274,41997,4.77207856162,48738,4.71438966244,39292,4.62757791847,30812,4.56411719855,30707,4.59489177215,33166,4.5028236442,5954,4.58966236873,27803,5.03754135595,4,4
353ff77978efc9ba25632dc21d837bdb,6.5,4.0,6.0,4.5,4.0,popularity,high,307,4.20406104068,306,4.26729624675,2019,3.98921715048,910,3.97674783346,6016,3.88533431789,913,3.91446437382,908,3.94865681504,904,3.94100295744,750,3.93762495531,912,4.09403865142,858,3.95331262407,318,4.0989963432,4,5
361ea6536a6f61563495650b55f70e8a,6.0,4.5,3.0,5.5,6.0,diversity,medium,58,3.92213157272,100556,3.8579297455,60950,3.84743076515,37240,4.07542827164,97,3.85129343904,71282,3.8710227949,74324,3.86766645903,1950,3.82890428539,8128,3.88710362494,27741,3.92314529023,5669,4.08111024283,26587,3.94745231401,4,4
cd1a74f9c820092953698e2776307427,6.0,3.5,4.0,3.0,3.5,popularity,medium,8620,4.58583388926,85342,4.29648241664,47491,4.46876795458,74324,4.99258776421,102903,4.36346653328,85774,4.5237893367,66371,4.59946263814,5475,4.64785586726,4928,4.87952862604,26150,4.6811601296,8477,4.38535891286,118700,4.38504468041,3,4
d9924c1cad7cfaaf0143c73323ecf75a,6.5,4.0,6.0,4.5,3.5,popularity,medium,8620,4.58583388926,85342,4.29648241664,47491,4.46876795458,74324,4.99258776421,102903,4.36346653328,85774,4.5237893367,66371,4.59946263814,5475,4.64785586726,4928,4.87952862604,26150,4.6811601296,8477,4.38535891286,118700,4.38504468041,2,4
fcdd8aebd0b45961e07b82a64994f9cb,5.5,4.0,5.5,3.5,5.5,popularity,medium,8620,4.58583388926,85342,4.29648241664,47491,4.46876795458,74324,4.99258776421,102903,4.36346653328,85774,4.5237893367,66371,4.59946263814,5475,4.64785586726,4928,4.87952862604,26150,4.6811601296,8477,4.38535891286,118700,4.38504468041,4,4
2d5091f46b227e53ec876e460c7fd31f,7.0,6.0,6.0,4.5,3.0,popularity,high,969,4.13589452261,2019,4.18521847097,58,4.18578841789,1358,4.26426969074,904,4.1077372027,923,4.13678861014,3147,4.15388744214,4995,4.1680129962,1221,4.26518084963,858,4.4001273637,2858,4.16102912558,318,4.37606928781,4,4
a66e7f83b26de15fef7b721f75affee6,6.5,3.5,2.0,3.0,3.5,serendipity,high,93988,4.21800184043,3676,4.13069345247,6818,4.50566703061,17,4.16291971355,3503,4.19426801922,97,4.10607473161,7669,4.09684720822,3415,4.95364426893,26131,4.36975522812,3134,4.60354869114,8477,4.29778774562,308,4.3088043799,4,3
4f9172efcb81db834498674dc3e03570,7.0,2.5,6.0,5.5,5.0,diversity,medium,89118,4.77977699826,101895,4.35555797339,54259,4.22464760352,89864,4.3658087662,5902,4.18259780107,100556,4.36311435907,5060,4.40560454585,52281,4.26518989485,593,4.27030637075,6807,4.2285187394,84716,4.51717513566,79553,4.44723840445,4,4
4d3868d25a632ec1f26b9bd2d9bc5678,6.5,3.5,4.0,6.5,6.0,popularity,high,30749,4.94542489328,2005,4.46990931372,914,4.72994678576,3994,4.41779462505,953,4.36609111432,2395,4.55767453416,1394,4.47200503421,3481,4.66043692283,4034,4.50916697563,2692,4.59341676662,337,4.80820320301,4027,4.63687941264,2,2
5fe6685734bc25fd5d7796414305cacc,4.0,2.0,3.5,3.0,2.0,diversity,medium,750,3.81562816904,2115,3.79654364073,81932,3.75094082267,1148,3.76266596483,1197,3.7542436105,912,3.85495788566,1641,3.85046720401,296,3.74509813007,930,3.77712257627,1252,3.77441953975,1196,3.75608167274,5010,3.79892333474,3,4
0a15cfbb832dad71e3dff5a54f6f6744,6.5,3.5,7.0,6.0,2.0,serendipity,low,81591,3.78841667051,56782,4.14981100083,2692,4.15285967036,858,4.63919329982,82459,4.18878380877,527,4.40277707553,2329,4.23470938775,1704,3.75183401574,1259,3.99148226741,64839,3.95930069779,81845,3.83954406751,1193,4.24646296807,3,5
0f741cad145cb26ecb0105b3525e1ecf,5.5,5.5,3.0,4.5,2.0,serendipity,low,81591,3.78841667051,56782,4.14981100083,2692,4.15285967036,858,4.63919329982,82459,4.18878380877,527,4.40277707553,2329,4.23470938775,1704,3.75183401574,1259,3.99148226741,64839,3.95930069779,81845,3.83954406751,1193,4.24646296807,1,4
1beb192fcbfba3b6afa17b00ae68605a,4.0,4.5,5.5,5.5,6.0,all,default,60069,4.06816983379,68954,4.06608047072,78499,4.01289232396,8874,3.93521332712,38061,3.92034202319,46578,3.84944978498,97,3.83942603065,44195,3.82525527886,7767,3.86096904948,1175,3.82327564428,55721,3.81796820003,4967,3.81552478839,3,4
8e6ac49cfc652f613945d0122864a0bc,6.0,3.0,6.5,7.0,2.0,all,default,71535,4.81240489632,2324,4.70732310542,527,4.55917477433,74458,4.51412179025,3897,4.59606514239,34405,4.45805330614,593,4.36919878414,79132,4.36496512127,1214,4.38898637589,70286,4.38393066036,50,4.36450773077,6188,4.88868505076,3,4
bc594620812a29d7c814ee128bb12427,5.5,4.0,6.5,2.5,3.5,all,default,71535,4.81240489632,2324,4.70732310542,527,4.55917477433,74458,4.51412179025,3897,4.59606514239,34405,4.45805330614,593,4.36919878414,79132,4.36496512127,1214,4.38898637589,70286,4.38393066036,50,4.36450773077,6188,4.88868505076,5,5
9c337bc9a8eae89122bbe726840f9d56,3.0,4.5,4.0,6.0,1.5,popularity,medium,31658,4.06727264542,5971,4.15332915194,44555,4.24396339795,27773,4.09511010993,1212,4.23950468868,922,4.24273539486,898,4.13323389604,68954,4.05875953302,3000,4.09332054468,1228,4.07468529567,1172,4.13888976959,48394,4.05011806459,4,4
0867d54431f3ab8832122430352b1c5d,5.0,3.5,3.0,4.5,2.0,popularity,high,266,4.2877879049,16,4.08389209525,1246,4.09823310799,1610,4.13983765441,1208,4.18372972561,1213,4.12610089412,1291,4.05529711503,733,4.13110988927,2028,4.33931142983,1198,4.10806325796,590,4.1202774643,527,4.27719778992,4,5
7f6196cb38a8743fc7b0074fb22fed51,4.0,6.0,6.0,5.0,4.0,serendipity,medium,1217,4.09246293162,903,4.06230067827,922,4.15930120082,1022,4.04496551833,913,4.07406454879,3435,4.14224485364,1207,4.50811271376,1284,4.11375466429,919,4.13708765018,2087,4.05941280327,3462,4.06040281902,27773,4.01051462975,1,3
efd2126d7f53a77c39bfdd818a903e76,4.5,4.5,4.0,4.0,4.5,popularity,high,441,4.34403695078,431,4.3419988749,4262,4.61390325037,2005,4.34217955483,1748,4.33496527847,58559,4.4183494266,16,4.69035930932,2011,4.34378097688,1732,4.79144458649,1968,4.39240346603,165,4.38701169014,32,4.36821509189,3,4
edf136ea4b8d6ea43f221d3ec0681d1b,5.5,5.5,6.5,2.5,2.0,popularity,low,3415,4.64573080966,6818,4.84093532493,26587,4.8094074037,7587,4.22390502378,6643,4.98125508926,8477,4.49584561471,6985,4.71578290857,8154,4.4060148484,7063,4.27972947218,3677,4.03369356644,6669,4.62247987569,3134,4.53936728188,4,5
52010b521656518e8aa3937301e08b43,4.0,3.0,6.0,3.5,3.5,diversity,medium,1089,4.28002107785,457,4.12931013135,5618,4.01490701071,8874,4.02302455837,1172,3.94840550978,1673,4.17167361783,912,4.65856858582,1207,3.9946792847,1214,4.72403321541,750,4.92136625836,1954,4.40554327197,5971,3.96021432867,4,4
2d308fa640bc031d7c439d20619b6108,6.0,3.0,6.0,4.0,4.0,popularity,high,1148,4.20193528626,2692,3.92682448619,2329,3.88764355479,6539,3.90544281679,3996,4.02419314669,1200,3.91919383435,1527,4.03776833206,2716,3.88819478813,1036,3.96091866421,1291,4.14438788526,7153,4.48773506692,5952,4.43896176721,1,2
353d73a2d9c5ba0b21e4186d567502b3,5.5,5.0,4.5,3.0,2.0,popularity,high,1148,4.20193528626,2692,3.92682448619,2329,3.88764355479,6539,3.90544281679,3996,4.02419314669,1200,3.91919383435,1527,4.03776833206,2716,3.88819478813,1036,3.96091866421,1291,4.14438788526,7153,4.48773506692,5952,4.43896176721,3,4
10dae2db89bc660a12ae0a03ec03a28d,6.0,4.5,2.0,4.5,3.5,popularity,high,1243,3.88918888224,38061,3.72501181476,909,3.60392846722,78499,3.72753299734,916,3.60926206667,3396,3.65171992529,899,3.60034855875,2019,3.54706173061,4979,3.53540334738,1203,3.53039028309,1396,3.54451964208,318,3.68250589238,3,4
51486a050b36f396d461df563f9a8772,5.5,7.0,5.5,6.0,4.0,diversity,medium,104374,3.99562590219,100556,3.94002578521,3634,4.27230614043,86781,4.00225857464,25750,4.03936459425,7669,4.35850153055,100714,3.95341696662,916,3.93512268121,73344,4.35707345173,2788,4.31917716055,80906,4.17154787921,84847,4.10539961837,4,4
dd91994e50a6958da1684d70cbc38448,6.5,4.5,4.0,7.0,1.5,diversity,low,91529,4.27784786831,58559,4.17646843643,6870,4.34973595377,50,4.16004921034,44199,4.31430280046,2951,4.44555012919,68157,4.23542230653,47610,4.37229903453,555,4.39704713103,49530,4.18072175393,92259,4.19681955829,44555,4.29379338634,4,4
786d18a26d4a6a97f97df8e7ac04a5c7,6.5,5.0,4.5,2.0,3.5,diversity,medium,1232,4.25419186144,3629,4.05678833234,2140,3.92653415528,5690,3.99363820775,1282,3.6602684892,293,3.40633096843,2288,3.54219562693,3676,3.80738299101,3089,3.75832102184,1281,3.64966152877,2160,3.84311338934,4144,3.86003931304,2,5
543e04330448412fc8a2540c47fe023d,6.0,6.0,6.0,5.5,2.0,serendipity,low,60069,3.73200234318,78499,3.71651651052,76093,3.69917007548,27773,3.78262668918,86347,3.73951307958,92535,3.77470517476,2019,3.96549318231,48780,3.72575887601,5782,3.79910641151,106642,3.69211486323,66934,3.79059482264,92259,3.86442537169,2,3
