userId,movieId,tag,timestamp
62,7153,Adventure,2018-06-04 22:49:18
62,7153,ensemble cast,2018-06-04 22:49:38
62,7153,fantasy,2018-06-04 22:49:16
62,7153,fantasy world,2018-06-04 22:49:31
62,7153,great soundtrack,2018-06-04 22:49:35
62,7153,lord of the rings,2018-06-04 22:49:41
62,7153,scenic,2018-06-04 22:49:40
62,7153,stylized,2018-06-04 22:49:37
62,7153,Tolkien,2018-06-04 22:49:21
62,8641,hilarious,2018-05-13 22:05:38
62,8641,Steve Carell,2018-05-13 22:05:56
62,8641,Will Ferrell,2018-05-13 22:05:35
62,27660,animation,2018-05-05 21:08:10
62,27660,anime,2018-05-05 21:08:08
62,27660,cyberpunk,2018-05-05 21:08:06
62,27660,dark,2018-05-05 21:08:20
62,27660,Matrix,2018-05-05 21:08:13
62,27660,sci-fi,2018-05-05 21:08:11
62,27706,dark comedy,2018-05-13 21:56:38
62,27706,Jim Carrey,2018-05-13 21:56:15
62,27706,meryl streep,2018-05-13 21:56:20
62,27706,quirky,2018-05-13 21:55:53
62,27706,stylized,2018-05-13 21:56:41
62,27808,Adam Sandler,2018-05-05 21:15:00
62,27808,family,2018-05-05 21:15:19
62,27808,sweet,2018-05-05 21:15:22
62,27831,British gangster,2018-07-27 20:28:24
62,27831,confusing,2018-07-27 20:29:24
62,27831,daniel craig,2018-07-27 20:28:25
62,27831,Exquisite plotting.,2018-07-27 20:29:15
62,27831,organized crime,2018-07-27 20:29:29
62,27831,stylish,2018-07-27 20:29:16
62,27831,Tom Hardy,2018-07-27 20:29:19
62,31658,anime,2018-05-09 12:30:41
62,31658,fantasy world,2018-05-09 12:30:51
62,31658,Hayao Miyazaki,2018-05-09 12:30:46
62,31658,Studio Ghibli,2018-05-09 12:30:44
62,33162,David Thewlis,2018-05-05 21:10:05
62,33162,Eva Green,2018-05-05 21:09:10
62,33162,Liam Neeson,2018-05-05 21:09:37
62,33162,Orlando Bloom,2018-05-05 21:08:31
62,34150,Chris Evans,2018-05-05 21:02:21
62,34150,comic book,2018-05-05 21:00:03
62,34150,heroine in tight suit,2018-05-05 21:02:18
62,34150,Jessica Alba,2018-05-05 21:02:07
62,34150,sexy female scientist,2018-05-05 21:02:24
62,34150,superhero,2018-05-05 20:59:37
62,37729,gothic,2018-06-29 22:15:27
62,37729,helena bonham carter,2018-06-29 22:15:34
62,37729,Johnny Depp,2018-06-29 22:15:29
62,37729,Tim Burton,2018-06-29 22:15:26
62,37729,visually appealing,2018-06-29 22:15:41
62,38061,black comedy,2018-07-27 20:29:40
62,38061,clever,2018-07-27 20:30:03
62,38061,fast-paced dialogue,2018-07-27 20:30:06
62,38061,good dialogue,2018-07-27 20:30:28
62,38061,Robert Downey Jr.,2018-07-27 20:30:08
62,38061,witty,2018-07-27 20:30:02
62,45447,adventure,2018-05-06 20:04:24
62,45447,Audrey Tautou,2018-05-06 20:04:35
62,45447,conspiracy theory,2018-05-06 20:04:22
62,45447,Mystery,2018-05-06 20:04:41
62,45447,Paris,2018-05-06 20:04:39
62,45447,Tom Hanks,2018-05-06 20:04:27
62,45447,treasure hunt,2018-05-06 20:04:44
62,46723,Brad Pitt,2018-05-05 21:03:37
62,46723,cate blanchett,2018-05-05 21:03:47
62,46723,multiple storylines,2018-05-05 21:03:35
62,46723,social commentary,2018-05-05 21:04:06
62,46972,Ben Stiller,2018-05-05 21:04:14
62,46972,Robin Williams,2018-05-05 21:04:15
62,46976,emma thompson,2018-09-13 21:38:12
62,46976,Maggie Gyllenhaal,2018-09-13 21:37:35
62,46976,modern fantasy,2018-09-13 21:37:38
62,46976,romance,2018-09-13 21:37:31
62,46976,surreal,2018-09-13 21:37:42
62,46976,Will Ferrell,2018-09-13 21:37:33
62,49130,Marion Cotillard,2018-05-17 18:39:31
62,49530,Africa,2018-09-13 21:38:26
62,49530,corruption,2018-09-13 21:38:24
62,49530,Jennifer Connelly,2018-09-13 21:38:21
62,49530,justice,2018-09-13 21:38:29
62,49530,Leonardo DiCaprio,2018-09-13 21:38:18
62,53464,bad acting,2018-05-05 21:13:17
62,53464,bad jokes,2018-05-05 21:13:31
62,53464,bad plot,2018-05-05 21:13:42
62,53464,Chris Evans,2018-05-05 21:13:27
62,53464,Jessica Alba,2018-05-05 21:13:14
62,53464,Marvel,2018-05-05 21:13:12
62,53464,sexy female scientist,2018-05-05 21:13:33
62,58047,Rachel Weisz,2018-06-13 17:02:44
62,58047,Ryan Reynolds,2018-06-13 17:02:27
62,59501,fantasy,2018-05-06 20:11:47
62,59501,lion,2018-05-06 20:11:57
62,59501,narnia,2018-05-06 20:11:48
62,59501,Tilda Swinton,2018-05-06 20:13:23
62,60074,bad script,2018-05-05 21:01:56
62,60074,Charlize Theron,2018-05-05 21:02:01
62,60074,Will Smith,2018-05-05 21:01:47
62,60126,Anne Hathaway,2018-05-22 15:50:40
62,60126,Steve Carell,2018-05-22 15:50:38
62,60756,comedy,2018-06-13 23:59:44
62,60756,funny,2018-06-13 23:59:41
62,60756,will ferrell,2018-06-13 23:59:39
62,61024,comedy,2018-06-13 23:56:58
62,61024,James Franco,2018-06-13 23:56:54
62,61024,Seth Rogen,2018-06-13 23:56:56
62,61024,Stoner Movie,2018-06-13 23:56:59
62,63992,audience intelligence underestimated,2018-06-13 23:57:17
62,63992,boring,2018-06-13 23:57:21
62,63992,chick flick,2018-06-13 23:57:27
62,63992,overrated,2018-06-13 23:57:20
62,63992,Teen movie,2018-06-13 23:57:13
62,68848,Adrien Brody,2018-05-25 18:51:45
62,68848,con artists,2018-05-25 18:52:00
62,68848,funny,2018-05-25 18:52:02
62,68848,interesting characters,2018-05-25 18:52:04
62,68848,Mark Ruffalo,2018-05-25 18:51:56
62,68848,Rachel Weisz,2018-05-25 18:51:51
62,71535,Bill Murray,2018-06-23 18:06:38
62,71535,dark comedy,2018-06-23 18:06:29
62,71535,Emma Stone,2018-06-23 18:06:32
62,71535,funny,2018-06-23 18:06:34
62,71535,Jesse Eisenberg,2018-06-23 18:06:26
62,71535,Woody Harrelson,2018-06-23 18:05:29
62,87430,audience intelligence underestimated,2018-05-05 21:19:32
62,87430,CGI,2018-05-05 21:19:28
62,87430,cheesy,2018-05-05 21:19:30
62,87430,comic book,2018-05-05 21:19:24
62,87430,DC,2018-05-05 21:19:36
62,87430,DC Comics,2018-05-05 21:19:44
62,87430,Ryan Reynolds,2018-05-05 21:19:22
62,87430,space,2018-05-05 21:19:42
62,87430,superhero,2018-05-05 21:19:41
62,88405,comedy,2018-05-05 21:14:39
62,88405,funny,2018-05-05 21:14:28
62,88405,happy ending,2018-05-05 21:14:32
62,88405,HOT actress,2018-05-05 21:14:40
62,88405,Justin Timberlake,2018-05-05 21:14:33
62,88405,Mila Kunis,2018-05-05 21:14:21
62,88405,New York City,2018-05-05 21:14:26
62,88405,romance,2018-05-05 21:14:43
62,88405,sex,2018-05-05 21:14:24
62,96861,Istanbul,2018-06-21 20:01:02
62,96861,Liam Neeson,2018-06-21 20:00:50
62,96861,predictable,2018-06-21 20:01:06
62,96861,Turkey,2018-06-21 20:00:56
62,96861,unnecessary sequel,2018-06-21 20:01:09
62,99114,action,2018-05-11 22:46:32
62,99114,Christoph Waltz,2018-05-11 22:46:06
62,99114,funny,2018-05-11 22:46:18
62,99114,good soundtrack,2018-05-11 22:46:25
62,99114,Great performances,2018-05-11 22:46:08
62,99114,Humour,2018-05-11 22:46:27
62,99114,Leonardo DiCaprio,2018-05-11 22:46:02
62,99114,Quentin Tarantino,2018-05-11 22:46:00
62,99114,Samuel L. Jackson,2018-05-11 22:46:03
62,99114,Soundtrack,2018-05-11 22:46:21
62,99114,western,2018-05-11 22:46:13
62,103042,Amy Adams,2018-05-05 21:22:08
62,103042,superhero,2018-05-05 21:21:59
62,104863,daniel radcliffe,2018-06-12 22:52:48
62,104863,zoe kazan,2018-06-12 22:52:45
62,107348,comedy,2018-06-14 00:10:11
62,107348,Steve Carell,2018-06-14 00:10:00
62,107348,stupid but funny,2018-06-14 00:10:13
62,107348,will ferrell,2018-06-14 00:10:02
62,108190,anti-intellectual,2018-05-05 21:14:01
62,108190,bad writing,2018-05-05 21:13:55
62,108190,dystopia,2018-05-05 21:13:50
62,108190,new society,2018-05-05 21:13:52
62,108190,plot holes,2018-05-05 21:14:05
62,108190,predictable,2018-05-05 21:14:07
62,108190,scifi,2018-05-05 21:13:59
62,108190,unintelligent,2018-05-05 21:14:03
62,111743,Charlize Theron,2018-07-01 18:57:00
62,111743,Liam Neeson,2018-07-01 18:57:14
62,111743,Seth MacFarlane,2018-07-01 18:56:59
62,111743,witty,2018-07-01 18:56:57
62,114180,action,2018-05-05 21:07:40
62,114180,dystopia,2018-05-05 21:07:30
62,114180,plot holes,2018-05-05 21:07:34
62,114180,post-apocalyptic,2018-05-05 21:07:38
62,114180,survival,2018-05-05 21:07:36
62,114180,thriller,2018-05-05 21:07:51
62,114180,unexplained,2018-05-05 21:07:53
62,114180,weak plot,2018-05-05 21:07:43
62,115149,dark hero,2018-06-04 22:44:11
62,115149,gun-fu,2018-06-04 22:44:17
62,115149,Keanu Reeves,2018-06-04 22:44:04
62,115149,Revenge,2018-06-04 22:44:01
62,115149,secret society,2018-06-04 22:44:18
62,115149,stylish,2018-06-04 22:44:07
62,116897,black comedy,2018-06-04 22:54:09
62,116897,dark comedy,2018-06-04 22:54:19
62,116897,dark humor,2018-06-04 22:54:07
62,116897,ironic,2018-06-04 22:54:14
62,116897,multiple short stories,2018-06-04 22:54:22
62,116897,short stories,2018-06-04 22:54:12
62,119141,bromance,2018-05-05 21:19:06
62,119141,comedy,2018-05-05 21:18:58
62,119141,funny,2018-05-05 21:18:49
62,119141,James Franco,2018-05-05 21:18:52
62,119141,Seth Rogen,2018-05-05 21:18:47
62,122912,comic book,2018-05-11 08:57:03
62,122912,Dr. Strange,2018-05-11 08:56:41
62,122912,Great villain,2018-05-11 08:57:05
62,122912,Guardians of the Galaxy,2018-05-11 08:56:55
62,122912,Marvel,2018-05-11 08:56:37
62,122912,MCU,2018-05-11 08:56:23
62,122912,Robert Downey Jr.,2018-05-11 08:56:31
62,122912,Thanos,2018-05-11 08:56:25
62,122912,Thor,2018-05-11 08:56:50
62,122912,Visually stunning,2018-05-11 08:56:34
62,128360,characters,2018-05-11 22:48:30
62,128360,Dialogue,2018-05-11 22:48:22
62,128360,humor,2018-05-11 22:48:21
62,128360,Kurt Russell,2018-05-11 22:48:06
62,128360,Quentin Tarantino,2018-05-11 22:47:57
62,128360,Samuel L. Jackson,2018-05-11 22:48:03
62,128360,tension building,2018-05-11 22:48:00
62,128360,violent,2018-05-11 22:48:32
62,128360,Western,2018-05-11 22:48:19
62,135133,dystopia,2018-05-06 20:11:20
62,135133,Jennifer Lawrence,2018-05-06 20:11:24
62,135133,love story,2018-05-06 20:11:27
62,135133,nonsense,2018-05-06 20:11:28
62,135133,politics,2018-05-06 20:11:39
62,135133,rebellion,2018-05-06 20:11:23
62,135133,revolution,2018-05-06 20:11:21
62,135518,Ben Kingsley,2018-07-01 18:56:05
62,135518,ethics,2018-07-01 18:55:46
62,135518,immortality,2018-07-01 18:55:43
62,135518,ryan reynolds,2018-07-01 18:55:52
62,135536,Bad story,2018-05-05 21:18:10
62,135536,Bad writing,2018-05-05 21:18:04
62,135536,Batman,2018-05-05 21:17:57
62,135536,Ben Affleck,2018-05-05 21:18:26
62,135536,comic book,2018-05-05 21:18:12
62,135536,dc comics,2018-05-05 21:18:00
62,135536,good soundtrack,2018-05-05 21:18:09
62,135536,Harley Quinn,2018-05-05 21:17:59
62,135536,Harley Quinn's ass,2018-05-05 21:18:14
62,135536,Horrible directing,2018-05-05 21:18:19
62,135536,Jared Leto,2018-05-05 21:17:52
62,135536,Joker,2018-05-05 21:17:54
62,135536,lack of plot,2018-05-05 21:17:49
62,135536,Margot Robbie,2018-05-05 21:17:53
62,135536,Poor story,2018-05-05 21:18:07
62,135536,poorly paced,2018-05-05 21:18:03
62,135536,superhero,2018-05-05 21:18:23
62,135536,visually appealing,2018-05-05 21:18:29
62,135536,Will Smith,2018-05-05 21:17:56
62,136864,action,2018-05-05 21:20:42
62,136864,batman,2018-05-05 21:20:11
62,136864,ben affleck,2018-05-05 21:20:23
62,136864,dark,2018-05-05 21:20:27
62,136864,dc comics,2018-05-05 21:20:25
62,136864,Gal Gadot,2018-05-05 21:20:40
62,136864,superhero,2018-05-05 21:20:43
62,136864,superman,2018-05-05 21:20:13
62,136864,wonderwoman,2018-05-05 21:20:33
62,139385,leonardo DiCarpio,2018-05-11 22:50:25
62,139385,survival,2018-05-11 22:50:19
62,139385,tom hardy,2018-05-11 22:50:29
62,139385,visually appealing,2018-05-11 22:50:38
62,158966,building a family,2018-05-11 22:05:53
62,158966,creative,2018-05-11 22:05:41
62,158966,freedom,2018-05-11 22:05:39
62,158966,good writing,2018-05-11 22:05:50
62,158966,individualism,2018-05-11 22:05:44
62,158966,Viggo Mortensen,2018-05-11 22:05:42
62,168248,action,2018-06-04 22:44:55
62,168248,dark hero,2018-06-04 22:44:51
62,168248,gun tactics,2018-06-04 22:44:47
62,168248,hitman,2018-06-04 22:44:53
62,168248,Keanu Reeves,2018-06-04 22:44:44
62,168248,organized crime,2018-06-04 22:44:49
62,168248,secret society,2018-06-04 22:44:42
62,174053,Dystopia,2018-05-06 20:09:01
62,174053,future,2018-05-06 20:09:03
62,174053,interesting,2018-05-06 20:09:06
62,174053,jon hamm,2018-05-06 20:09:44
62,174053,thought provoking,2018-05-06 20:09:04
62,179401,Action,2018-06-14 00:02:18
62,179401,Comedy,2018-06-14 00:02:14
62,179401,Dwayne Johnson,2018-06-14 00:02:20
62,179401,funny,2018-06-14 00:02:16
62,183611,Comedy,2018-05-13 20:51:29
62,183611,funny,2018-05-13 20:51:28
62,183611,Rachel McAdams,2018-05-13 20:51:49
62,184471,adventure,2018-06-03 11:21:40
62,184471,Alicia Vikander,2018-06-03 11:21:54
62,184471,video game adaptation,2018-06-03 11:21:38
62,187593,Josh Brolin,2018-05-25 18:48:16
62,187593,Ryan Reynolds,2018-05-25 18:48:12
62,187593,sarcasm,2018-05-25 18:48:10
62,187595,Emilia Clarke,2018-06-14 00:02:40
62,187595,star wars,2018-06-14 00:02:32
63,260,classic,2015-09-25 16:48:18
63,260,space action,2015-09-25 16:48:30
76,260,action,2015-08-10 00:13:14
76,260,sci-fi,2015-08-10 00:13:08
103,260,EPIC,2015-05-18 13:05:12
103,260,great soundtrack,2015-05-18 13:05:37
103,296,good dialogue,2015-05-18 13:09:15
103,296,great soundtrack,2015-05-18 13:09:15
103,296,non-linear,2015-05-18 13:09:15
106,4896,Everything you want is here,2016-07-03 17:29:04
106,106489,adventure,2016-07-03 17:29:39
112,260,classic sci-fi,2015-09-18 00:21:22
112,260,engrossing adventure,2015-09-18 00:21:13
112,260,EPIC,2015-09-18 00:21:06
119,260,classic,2015-07-03 16:55:30
119,260,Nerd,2015-07-03 16:55:20
119,101142,animation,2015-07-10 21:17:47
119,101142,funny,2015-07-10 21:17:47
119,101142,stone age,2015-07-10 21:17:47
119,115149,action,2015-07-24 18:39:03
119,115149,killer,2015-07-24 18:39:03
119,115149,widows/widowers,2015-07-24 18:39:03
119,115617,animation,2015-07-03 17:34:50
119,115617,kids,2015-07-03 17:34:50
119,115617,robots,2015-07-03 17:34:50
119,120635,action,2015-08-01 14:28:26
119,120635,murder,2015-08-01 14:28:26
119,120635,police,2015-08-01 14:28:26
125,1726,Kevin Costner,2016-09-21 18:41:57
125,1726,Post apocalyptic,2016-09-21 18:42:00
125,2387,dark comedy,2016-09-20 14:37:05
125,2387,dark humor,2016-09-20 14:37:03
125,3052,irreverent,2016-09-23 00:54:32
125,3052,jay and silent bob,2016-09-23 00:53:24
125,3052,Kevin Smith,2016-09-23 00:53:20
125,3052,satire,2016-09-23 00:53:17
125,5088,irreverent,2016-09-23 00:56:47
125,7022,based on a book,2016-09-20 14:29:09
125,7022,bloody,2016-09-20 14:29:15
125,7022,brutal,2016-09-20 14:26:52
125,7022,controversial,2016-09-20 14:30:12
125,7022,dystopia,2016-09-20 14:29:39
125,7022,goretastic,2016-09-20 14:29:46
125,7022,satire,2016-09-20 14:28:59
125,7022,social commentary,2016-09-20 14:29:48
125,7022,survival,2016-09-20 14:26:49
125,7022,violence,2016-09-20 14:29:05
125,7254,alternate reality,2016-09-20 14:24:01
125,7254,sci-fi,2016-09-20 14:24:08
125,7254,science fiction,2016-09-20 14:24:15
125,7254,time travel,2016-09-20 14:23:59
125,8957,brutal,2016-09-20 14:33:21
125,8957,clever,2016-09-20 14:33:39
125,8957,Disturbing,2016-09-20 14:33:35
125,8957,great ending,2016-09-20 14:33:07
125,8957,mindfuck,2016-09-20 14:33:02
125,8957,surprise ending,2016-09-20 14:32:53
125,8957,suspense,2016-09-20 14:33:14
125,9010,cruel characters,2016-09-20 14:25:29
125,42632,brutality,2016-09-20 14:24:52
125,58301,dark humor,2016-09-20 14:26:01
125,60950,threesome,2016-09-23 00:50:17
125,62434,Seth Rogen,2016-09-23 01:01:16
125,62434,Sexual Humor,2016-09-23 01:01:13
125,67695,Seth Rogen,2016-09-20 14:35:23
125,100083,embarassing scenes,2016-09-20 13:11:15
125,100083,offensive,2016-09-20 13:11:00
125,100083,R language,2016-09-20 13:10:35
125,100083,sarcasm,2016-09-20 13:10:15
125,100083,satire,2016-09-20 14:31:41
125,156371,80's,2016-09-21 14:55:00
125,158872,Crude humor,2016-09-20 14:33:55
125,158872,mindfuck,2016-09-20 14:34:47
125,158872,sarcasm,2016-09-20 14:34:13
125,158872,satire,2016-09-20 14:34:07
125,158872,Vulgar,2016-09-20 14:35:00
132,3556,sofia coppola,2006-11-10 08:40:16
132,6323,John Cusack,2006-10-25 18:14:01
132,6367,Ewan McGregor,2006-10-25 18:11:25
132,6367,Renee Zellweger,2006-10-25 18:12:31
138,59103,jackie chan,2008-09-29 08:19:54
138,59103,kung fu,2008-09-29 08:20:05
161,52287,Something for everyone in this one... saw it without and plan on seeing it with kids!,2007-04-13 21:14:21
166,293,assassin,2007-09-02 23:08:04
166,293,Jean Reno,2007-09-02 23:08:07
166,54286,assassin,2007-09-02 23:08:39
166,54286,assassin-in-training (scene),2007-09-02 23:08:37
166,54286,espionage,2007-09-02 23:08:35
166,54286,Robert Ludlum,2007-09-02 23:08:44
167,104,test tag,2006-08-04 19:14:32
177,115617,feel-good,2015-06-28 20:37:56
177,115617,fun family movie,2015-06-28 20:37:56
177,115617,very funny,2015-06-28 20:37:56
184,2579,black and white,2018-09-16 10:38:27
184,2579,Christopher Nolan,2018-09-16 10:38:46
184,2579,directorial debut,2018-09-16 10:38:43
184,2579,mindfuck,2018-09-16 10:39:35
184,2579,not linear,2018-09-16 10:38:38
184,2579,Twist Ending,2018-09-16 10:38:29
184,3793,action,2018-09-16 10:39:41
184,3793,comic book,2018-09-16 10:39:19
184,3793,hugh jackman,2018-09-16 10:39:30
184,3793,marvel,2018-09-16 10:39:26
184,3793,superhero,2018-09-16 10:39:14
184,4226,dark,2018-09-16 10:40:53
184,4226,Mindfuck,2018-09-16 10:41:04
184,4226,nonlinear,2018-09-16 10:40:45
184,4226,psychology,2018-09-16 10:40:48
184,4226,twist ending,2018-09-16 10:40:47
184,4896,alan rickman,2018-09-16 10:42:56
184,4896,harry potter,2018-09-16 10:42:24
184,4896,humorous,2018-09-16 10:42:30
184,4896,Magic,2018-09-16 10:42:10
184,5388,atmospheric,2018-09-16 10:44:40
184,5388,insomnia,2018-09-16 10:44:48
184,5388,thought-provoking,2018-09-16 10:44:45
184,6283,amazing artwork,2018-09-16 10:41:46
184,6283,anime,2018-09-16 10:41:27
184,6283,sci-fi,2018-09-16 10:41:43
184,27156,anime,2018-09-16 10:37:41
184,27156,end of the world,2018-09-16 10:37:49
184,27156,epic,2018-09-16 10:37:50
184,27156,mecha,2018-09-16 10:37:58
184,27156,psychology,2018-09-16 10:37:43
184,193565,anime,2018-09-16 11:49:42
184,193565,comedy,2018-09-16 11:49:47
184,193565,gintama,2018-09-16 11:50:03
184,193565,remaster,2018-09-16 11:49:52
193,260,classic sci-fi,2015-07-02 17:09:00
193,260,space action,2015-07-02 17:09:15
193,260,space epic,2015-07-02 17:09:10
193,4878,atmospheric,2015-07-02 17:12:30
193,4878,cult film,2015-07-02 17:12:11
193,4878,dreamlike,2015-07-02 17:12:19
193,4878,hallucinatory,2015-07-02 17:12:24
193,4878,psychological,2015-07-02 17:12:27
193,4878,surreal,2015-07-02 17:12:08
193,4878,time travel,2015-07-02 17:12:15
193,7147,dreamlike,2015-07-02 17:10:17
193,7147,sentimental,2015-07-02 17:10:38
193,7147,surreal,2015-07-02 17:10:20
193,7147,Tim Burton,2015-07-02 17:10:24
193,7361,alternate reality,2015-07-02 17:12:48
193,7361,memory,2015-07-02 17:12:51
193,7361,thought-provoking,2015-07-02 17:12:43
193,97938,cinematography,2015-07-02 17:11:41
193,97938,India,2015-07-02 17:11:32
193,97938,surreal,2015-07-02 17:11:16
205,260,oldie but goodie,2018-03-01 10:11:41
205,260,sci-fi,2018-03-01 10:11:18
205,260,Star Wars,2018-03-01 10:11:48
226,6938,big wave,2006-10-12 19:29:22
226,6938,surfing,2006-10-12 19:29:22
226,48780,ummarti2006,2006-10-23 14:57:15
256,126548,funny,2015-11-14 20:23:12
256,126548,high school,2015-11-14 20:22:55
274,68319,comic book,2009-05-08 06:02:57
288,7020,Notable Nudity,2006-06-22 14:54:37
289,3,moldy,2006-03-27 02:01:00
289,3,old,2006-03-27 02:01:00
289,527,moving,2006-03-27 02:01:35
289,1101,predictable,2006-03-27 02:00:46
291,50872,a clever chef rat,2016-01-17 17:25:51
291,50872,inspirational,2016-01-17 17:25:59
291,102007,animation,2016-01-18 16:37:27
291,118696,hope,2016-01-18 16:37:59
300,6711,atmospheric,2015-03-03 03:12:23
305,4034,drugs,2016-05-10 22:35:21
305,4995,mathematics,2016-05-28 09:46:23
305,6502,zombies,2018-05-02 15:19:19
305,6953,DEPRESSING,2016-05-04 21:40:32
305,8641,stupid,2018-03-10 18:37:58
305,34405,predictable,2018-03-05 21:22:01
305,55721,Favelas,2016-05-10 22:36:17
305,83134,black comedy,2018-02-16 20:04:37
318,778,based on a book,2010-02-17 12:11:50
318,778,dark comedy,2010-02-17 12:11:47
318,778,narrated,2010-02-17 12:11:43
318,4612,reciprocal spectator,2014-11-15 21:21:52
318,4708,reciprocal spectator,2014-11-15 21:21:30
318,6400,documentary,2011-09-06 18:18:56
318,30892,Animation,2009-04-19 16:29:50
318,30892,Documentary,2009-04-19 16:29:11
318,30892,Henry Darger,2009-04-19 16:29:20
318,48698,the catholic church is the most corrupt organization in history,2010-06-08 14:09:49
318,64034,childish naivity,2009-05-12 20:33:24
318,64034,friendship,2009-05-12 20:33:47
318,68954,adventure,2010-02-17 12:10:34
318,68954,Bechdel Test:Fail,2010-02-17 12:10:41
